@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2,4,6,17-22'

@attribute fingersExtended numeric
@attribute Max_X numeric
@attribute fingersAreas numeric
@attribute fingertipElevation_f1 numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1,0.195088,1,0,0,0,0,3.005998,G3
1,0.049099,1,0,0,0,0,2.136312,G3
1,0.060909,1,0,0,0,0,2.503452,G3
1,0.002198,1,0,0,0,0,2.595878,G3
1,-0.014611,1,0,0,0,0,2.538054,G3
1,-0.172701,1,0,0,0,0,2.836312,G3
11000,-0.072026,10.288001,0.585526,1.508702,0,0,0,G4
11000,-0.35709,57.404831,1.764192,2.376202,0,0,0,G4
11000,-0.057814,12.263541,1.267566,2.246101,0,0,0,G4
11000,-0.306567,55.730202,1.271936,1.775503,0,0,0,G4
11000,-0.456731,58.169212,2.215299,2.696558,0,0,0,G4
11000,-0.538603,52.200359,1.57859,1.894687,0,0,0,G4
11000,-0.49363,52.062038,1.699088,2.155454,0,0,0,G4
11000,0.315553,61.852562,2.559346,3.088927,0,0,0,G4
11000,-0.274237,51.770668,2.19769,2.679899,0,0,0,G4
11000,-0.071735,63.384914,1.31712,2.952057,0,0,0,G4
1100,0.344217,26.076427,0,1.669145,1.720098,0,0,G5
1100,0.00125,27.277973,0,2.575551,2.668509,0,0,G5
1100,-0.104991,27.534216,0,2.433961,2.511825,0,0,G5
1100,0.100275,27.582676,0,2.707155,2.788701,0,0,G5
1100,0.230157,26.975546,0,2.089201,2.140681,0,0,G5
1100,0.20059,26.07238,0,2.396351,2.446493,0,0,G5
1100,-0.008094,28.225647,0,2.29112,2.3425,0,0,G5
1100,0.279717,60.335289,0,6.441021,6.520558,0,0,G5
1100,0.184218,27.032518,0,1.768462,1.740856,0,0,G5
1100,0.29544,27.724827,0,1.647765,1.631936,0,0,G5
1110,0.516782,33.358143,0,5.104704,5.318959,0.260904,0,G6
1110,0.139307,16.399914,0,3.01018,3.086457,2.910534,0,G6
1110,0.094906,16.156572,0,2.95822,3.024344,2.858088,0,G6
1110,-0.129805,16.26786,0,2.257991,2.318944,2.147071,0,G6
1110,0.465319,25.080109,0,6.851732,6.921296,1.31241,0,G6
1110,0.181402,15.414824,0,2.104511,2.124966,1.978572,0,G6
1110,0.274874,13.936198,0,1.217409,1.278009,1.057071,0,G6
1110,0.13395,15.344725,0,2.500471,2.509493,2.366792,0,G6
1110,0.005638,14.859858,0,2.322615,2.17878,0,0,G6
1110,0.317525,24.223589,0,2.135258,2.339657,2.051948,0,G6
10001,0.623048,30.709044,2.093726,0,0,0,1.927939,G7
10001,0.627914,61.148945,1.352113,0,0,0,1.460773,G7
10001,0.587678,29.931185,0.824675,0,0,0,0.691008,G7
10001,0.531465,57.964828,1.873512,0,0,0,2.012805,G7
10001,0.683781,58.989616,1.90088,0,0,0,1.698868,G7
10001,0.727063,31.577063,1.236203,0,0,0,1.130914,G7
10001,0.559888,57.580097,2.775181,0,0,0,3.010971,G7
10001,0.408152,57.93148,2.820745,0,0,0,3.029893,G7
10001,1.685299,114.413979,13.889446,0,0,0,4.90577,G7
10001,1.697408,106.343872,10.251035,0,0,0,2.00298,G7
11001,0.496928,20.997494,2.964543,3.668756,0,0,3.193327,G8
11001,0.350388,22.975052,3.436529,4.192065,0,0,3.666392,G8
11001,0.26795,21.786654,3.472267,4.230053,0,0,3.700291,G8
11001,0.356405,21.023575,3.076502,3.812274,0,0,3.30469,G8
11001,0.538121,20.612978,3.20736,3.933349,0,0,3.398436,G8
11001,0.285648,20.881372,3.057622,3.81933,0,0,3.356642,G8
11001,0.095009,21.139162,2.902701,3.623254,0,0,3.169623,G8
11001,0.063922,21.055159,2.978501,3.670811,0,0,3.23271,G8
11001,0.273822,20.682329,2.715345,3.457265,0,0,2.981282,G8
11001,0.497472,20.561441,1.944539,2.646977,0,0,2.135363,G8
11111,1.037722,8.656054,1.976339,3.062286,3.213935,2.961429,2.355674,G9
11111,0.96735,8.596058,2.555644,3.675258,3.813145,3.565082,2.955591,G9
11111,0.972766,8.835953,2.504286,3.585953,3.756645,3.500747,2.903466,G9
11111,0.967241,8.444284,1.74757,2.868926,3.010063,2.74509,2.126699,G9
11111,1.00079,8.210151,1.537501,2.69657,2.829509,2.58122,1.969107,G9
11111,0.910479,9.262285,2.009431,3.015776,3.199347,2.939293,2.362875,G9
11111,0.776657,9.08777,1.732327,2.785489,2.923,2.66829,2.10814,G9
11111,0.79672,9.200364,2.507942,3.540558,3.681621,3.432266,2.912088,G9
11111,1.012155,8.893003,2.618022,3.673217,3.852635,3.631503,3.052096,G9
11111,1.080741,8.345312,2.077683,3.192233,3.353548,3.1159,2.488692,G9
