@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R3,4,12-16,17-21,22'

@attribute ratio numeric
@attribute Max_X numeric
@attribute fingertipAngles_f1 numeric
@attribute fingertipAngles_f2 numeric
@attribute fingertipAngles_f3 numeric
@attribute fingertipAngles_f4 numeric
@attribute fingertipAngles_f5 numeric
@attribute fingertipElevation_f1 numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
0.014019,0.213229,0,162.750473,172.860138,0,161.783951,0,2.572453,2.604391,0,2.034541,G0
0.011053,0.544974,0,150.473404,163.456894,0,150.234329,0,2.203571,2.306246,0,1.868377,G0
0.010994,0.659414,0,161.838943,173.370743,0,160.200562,0,2.843352,2.94442,0,2.477288,G0
0.01129,0.45662,0,163.904968,170.908859,0,160.845108,0,3.064668,3.083386,0,2.527724,G0
0,0,0,127.964478,0,0,0,0,0,0,0,0,G2
1,-0.423096,0,169.988449,0,0,0,0,3.54445,0,0,0,G2
0.00964,0.81831,0,164.400253,0,0,0,0,4.154349,0,0,0,G2
0,0,0,133.505859,0,0,0,0,0,0,0,0,G2
0,0,0,130.991837,0,0,0,0,0,0,0,0,G2
0.018964,-0.144776,0,171.377441,0,0,0,0,4.468385,0,0,0,G2
0,0,0,132.267334,0,0,0,0,0,0,0,0,G2
1,-0.572159,0,173.683914,0,0,0,0,3.363097,0,0,0,G2
1,-0.433531,0,169.609329,0,0,0,0,3.076559,0,0,0,G2
1,-0.089519,0,170.278381,0,0,0,0,3.986492,0,0,0,G2
1,0.258719,0,0,0,0,173.300598,0,0,0,0,3.011063,G3
1,0.242,0,0,0,0,168.734695,0,0,0,0,2.523862,G3
1,0.098345,0,0,0,0,171.00441,0,0,0,0,2.215978,G3
1,0.004216,0,0,0,0,171.001312,0,0,0,0,2.314746,G3
1,0.38494,0,0,0,0,164.872604,0,0,0,0,2.107048,G3
1,0.549606,0,0,0,0,165.899384,0,0,0,0,2.113102,G3
1,0.19082,0,0,0,0,171.651367,0,0,0,0,2.365075,G3
1,-0.10305,0,0,0,0,173.262527,0,0,0,0,2.237571,G3
1,0.435361,0,0,0,0,169.016296,0,0,0,0,2.388552,G3
1,0.591228,0,0,0,0,169.171112,0,0,0,0,2.27134,G3
0.010681,-0.412135,109.204361,114.115898,0,0,0,1.017553,1.572294,0,0,0,G4
0.010645,0.03018,157.163895,155.012054,0,0,0,2.798666,3.001924,0,0,0,G4
0.01056,-0.259703,142.87532,146.652206,0,0,0,1.939546,2.33671,0,0,0,G4
0.010659,-0.219504,126.600418,128.648697,0,0,0,1.390816,1.816872,0,0,0,G4
0.01047,0.053486,143.8629,146.420197,0,0,0,1.934932,2.32773,0,0,0,G4
0.010476,-0.247856,141.976425,145.376938,0,0,0,1.840978,2.299439,0,0,0,G4
0.01065,-0.551376,122.437637,131.706284,0,0,0,1.265163,1.830652,0,0,0,G4
0.010661,-0.395145,122.251381,127.043343,0,0,0,1.290655,1.767246,0,0,0,G4
0.017065,0.214681,134.402847,153.865128,0,0,0,1.890787,2.878506,0,0,0,G4
0.016712,0.042194,102.188873,115.340996,0,0,0,0.902407,1.952695,0,0,0,G4
0.016788,0.041601,0,156.728836,157.763153,0,0,0,1.722713,1.743388,0,0,G5
0.016886,0.078482,0,168.98143,168.635223,0,0,0,2.581657,2.568621,0,0,G5
0.017352,0.294631,0,168.317612,168.511566,0,0,0,2.401241,2.390135,0,0,G5
0.01326,0.21038,0,149.981369,175.711517,0,0,0,2.666439,2.873758,0,0,G5
0.016477,0.427865,0,164.476639,163.448318,0,0,0,2.087623,2.074523,0,0,G5
0.016847,0.006204,0,152.275177,158.358612,0,0,0,1.664791,1.694406,0,0,G5
0.016809,-0.143872,0,116.658279,135.784607,0,0,0,1.163773,1.240452,0,0,G5
0.018528,0.101422,0,170.061966,172.484558,0,0,0,2.72335,2.793973,0,0,G5
0.017781,0.569412,0,163.876434,168.40979,0,0,0,2.107367,2.17444,0,0,G5
0.017231,0.213745,0,164.235016,165.507813,0,0,0,2.062761,2.096606,0,0,G5
0.015592,0.224582,0,138.211761,171.83847,137.981613,0,0,1.42763,1.500206,1.310854,0,G6
0.016209,0.13325,0,149.618286,167.49527,160.396805,0,0,1.789716,1.981838,1.819964,0,G6
0.01567,0.241294,0,164.68425,176.311234,166.636063,0,0,2.521985,2.642686,2.498379,0,G6
0.014326,0.11027,0,162.709,173.865051,164.862595,0,0,2.382643,2.455272,2.334549,0,G6
0.014515,0.106367,0,94.128799,98.312462,94.991013,0,0,1.008187,1.130134,0.958816,0,G6
0.012976,0.621728,0,153.437592,172.336411,155.097672,0,0,1.95213,2.084084,1.89303,0,G6
0.012967,0.52339,0,161.439697,174.80191,161.476852,0,0,2.326217,2.407833,2.255274,0,G6
0.013893,0.442841,0,164.131226,175.652222,164.972198,0,0,2.535329,2.560258,2.461431,0,G6
0.011418,0.556809,0,115.063995,132.807144,152.381256,0,0,1.5337,1.739976,1.626955,0,G6
0.014028,0.5139,0,165.078522,176.044708,165.642166,0,0,2.560162,2.637288,2.472481,0,G6
0.010612,0.730335,137.425369,0,0,0,172.701981,2.33742,0,0,0,2.310038,G7
0.010154,-0.055232,144.95314,0,0,0,175.115402,2.436615,0,0,0,2.604583,G7
0.010363,-0.074309,154.325699,0,0,0,154.0159,3.351578,0,0,0,3.480368,G7
0.010019,0.459548,154.423309,0,0,0,156.210602,3.344792,0,0,0,3.467479,G7
0.010007,0.156306,145.399094,0,0,0,150.443222,2.615469,0,0,0,2.866975,G7
0.010192,-0.011124,148.308945,0,0,0,142.893677,2.716789,0,0,0,2.521095,G7
0.009714,0.05508,147.573318,0,0,0,174.962601,2.669241,0,0,0,2.89088,G7
0.0115,0.818824,156.227722,0,0,0,175.998642,4.139066,0,0,0,4.098808,G7
0.00987,0.268694,129.131973,0,0,0,177.246353,1.855858,0,0,0,2.0816,G7
0.010257,0.520851,112.155945,0,0,0,173.972748,1.419323,0,0,0,1.599136,G7
0.010319,0.443635,146.550705,163.570297,0,0,149.973877,2.297894,3.040519,0,0,2.391638,G8
0.009411,0.09077,155.074615,167.062149,0,0,155.797607,2.767782,3.386368,0,0,2.886837,G8
0.009746,0.468985,155.126083,167.427872,0,0,156.861847,3.041061,3.743832,0,0,3.167696,G8
0.009429,-0.164005,133.264969,155.18512,0,0,134.640335,1.562639,2.200986,0,0,1.705628,G8
0.009713,0.428036,149.671906,163.21315,0,0,151.209747,2.51206,3.173045,0,0,2.632283,G8
0.009941,0.147076,136.591568,158.855927,0,0,138.992142,1.703199,2.401416,0,0,1.8465,G8
0.01037,0.576803,146.596649,161.371613,0,0,148.357452,2.351192,3.00123,0,0,2.314212,G8
0.010276,0.1909,136.047607,152.707016,0,0,138.286896,1.76306,2.411579,0,0,1.767465,G8
0.010529,0.145891,127.731041,144.199234,0,0,128.436478,1.480163,2.09858,0,0,1.427324,G8
0.010406,0.510261,148.128326,163.506897,0,0,150.566574,2.486948,3.148965,0,0,2.430719,G8
0.008084,1.06497,138.654678,163.387695,173.650223,156.365814,145.343475,1.531672,2.938179,3.045091,2.854487,2.317141,G9
0.008211,0.895018,143.722519,167.816238,175.519089,161.139465,151.216568,1.770014,3.10205,3.145814,3.048479,2.49278,G9
0.008098,0.595696,137.295746,164.595673,175.088028,158.451981,146.128571,1.445141,2.907748,2.977066,2.853224,2.296777,G9
0.008204,1.069266,146.417358,168.718384,175.517059,162.581223,152.874191,1.942096,3.283924,3.386206,3.264339,2.709708,G9
0.008105,0.8561,138.432236,163.403839,175.131546,158.541183,146.605347,1.415563,2.807372,2.90635,2.784966,2.266575,G9
0.007831,0.490497,139.377716,165.295532,176.544342,160.007858,148.250595,1.555959,2.820379,2.936428,2.803511,2.31036,G9
0.008011,1.025218,136.194504,167.98584,168.691528,151.093994,141.294708,1.458093,2.742716,2.790142,2.615518,2.059442,G9
0.007937,0.925737,149.768112,168.683075,177.104172,165.125702,156.197403,2.197734,3.603471,3.67582,3.569702,3.069453,G9
0.007892,0.775444,144.141785,167.175308,175.697296,160.717194,150.751556,1.803062,3.105814,3.222828,3.057915,2.57627,G9
0.008156,1.016059,146.83577,167.954468,175.162354,161.709534,152.199478,1.985048,3.382482,3.502225,3.37663,2.819926,G9
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0.024175,-0.008628,0,171.544647,176.717163,0,125.928978,0,3.317573,3.466743,0,0,G0
0.013,0.509244,0,163.625015,174.354645,0,165.139648,0,3.034431,3.204088,0,2.730621,G0
0.013446,0.594434,0,160.086807,173.97673,0,162.229675,0,2.649997,2.859435,0,2.402386,G0
0.013456,0.44082,0,165.686432,174.89653,0,167.78476,0,3.344195,3.560318,0,3.06944,G0
0.012738,0.351001,0,165.114899,176.808853,0,166.764359,0,3.137235,3.309568,0,2.836774,G0
0.013126,0.321227,0,154.619171,174.109283,0,156.546158,0,2.215873,2.393359,0,1.923379,G0
0.012857,0.324205,0,153.145767,173.657135,0,153.839874,0,2.109945,2.257071,0,1.779151,G0
0.01325,0.545601,0,121.333176,153.840942,0,120.798889,0,1.378094,1.579032,0,1.073251,G0
0.013314,0.559776,0,155.591034,174.128189,0,158.559586,0,2.401174,2.660591,0,2.152958,G0
0.013604,0.567607,0,164.628204,176.796249,0,165.029724,0,3.125719,3.334086,0,2.829475,G0
0,0,0,100.948578,0,0,0,0,0,0,0,0,G2
0,0,0,106.038559,0,0,0,0,0,0,0,0,G2
0,0,0,106.402267,0,0,0,0,0,0,0,0,G2
1,-0.248304,0,151.340164,0,0,0,0,1.552487,0,0,0,G2
1,-0.362474,0,75.674873,0,0,0,0,0.596845,0,0,0,G2
0,0,0,92.032608,0,0,0,0,0,0,0,0,G2
1,-0.351167,0,125.290977,0,0,0,0,1.209536,0,0,0,G2
0.017633,-0.078576,0,151.297195,0,0,0,0,2.230498,0,0,0,G2
1,-0.133472,0,167.342712,0,0,0,0,1.780096,0,0,0,G2
1,-0.251653,0,162.079803,0,0,0,0,2.182993,0,0,0,G2
1,0.190275,0,0,0,0,143.203934,0,0,0,0,1.181902,G3
1,0.187176,0,0,0,0,168.147675,0,0,0,0,2.145167,G3
0.017241,0.325798,0,0,0,0,119.441948,0,0,0,0,1.044843,G3
0.017467,0.436097,0,0,0,0,95.306549,0,0,0,0,0.822553,G3
1,0.1556,0,0,0,0,31.804642,0,0,0,0,0.75342,G3
1,0.222859,0,0,0,0,35.852303,0,0,0,0,0.781298,G3
1,0.309264,0,0,0,0,148.338348,0,0,0,0,1.29269,G3
0.016905,0.511787,0,0,0,0,150.288666,0,0,0,0,1.63418,G3
0.018043,0.472732,0,0,0,0,41.171528,0,0,0,0,0.116966,G3
1,0.25354,0,0,0,0,166.415863,0,0,0,0,1.877574,G3
0.017477,-0.000021,75.896088,54.903709,0,0,0,0.498381,1.296927,0,0,0,G4
0.011343,-0.102365,149.604828,149.911621,0,0,0,2.101819,2.519146,0,0,0,G4
0.017351,0.120058,136.10257,154.380905,0,0,0,1.872597,2.75031,0,0,0,G4
0.01216,-0.286956,146.069656,153.186752,0,0,0,1.845348,2.395666,0,0,0,G4
0.01233,-0.310827,156.757156,158.127731,0,0,0,2.369941,2.815108,0,0,0,G4
0.012639,-0.230822,109.359612,108.74099,0,0,0,1.05186,1.393766,0,0,0,G4
0.012517,-0.228206,98.547623,99.986206,0,0,0,0.906013,1.300148,0,0,0,G4
0.012831,-0.186455,89.615326,89.532028,0,0,0,0.767631,1.216594,0,0,0,G4
0.014258,-0.296336,89.344574,89.119637,0,0,0,0.766812,1.197391,0,0,0,G4
0.017062,0.03582,76.678116,64.727356,0,0,0,0.60677,1.29919,0,0,0,G4
0.021052,0.139558,0,171.717514,172.945724,0,0,0,2.917798,2.986548,0,0,G5
0.022052,0.147804,0,171.135605,171.612167,0,0,0,2.564327,2.595356,0,0,G5
0.022395,0.222824,0,171.422699,172.0513,0,0,0,2.607363,2.719604,0,0,G5
0.031525,0.347617,0,152.3255,162.845322,0,0,0,2.374996,1.520247,0,0,G5
0.021207,0.102128,0,156.101257,158.454224,0,0,0,1.645936,1.674201,0,0,G5
0.020503,-0.028735,0,162.446182,161.748016,0,0,0,1.848886,1.848292,0,0,G5
0.02077,-0.027244,0,167.357513,172.288345,0,0,0,2.282359,2.322742,0,0,G5
0.020459,-0.057109,0,169.327805,174.147827,0,0,0,2.681327,2.705819,0,0,G5
0.021021,0.043641,0,172.756775,173.390564,0,0,0,3.145288,3.202811,0,0,G5
0.02039,0.054236,0,172.002792,173.594467,0,0,0,3.077394,3.100928,0,0,G5
0.015135,0.389652,0,34.834393,12.722005,33.660618,0,0,0.123366,0.199118,0.123678,0,G6
0.014573,0.350061,0,149.250412,176.273788,149.920166,0,0,1.781773,1.965673,1.707701,0,G6
0.013595,0.478049,0,147.243607,174.394989,142.506714,0,0,1.682904,1.892295,1.599661,0,G6
0.013738,0.492278,0,154.332474,172.637848,153.92366,0,0,2.002395,2.206771,1.941365,0,G6
0.013736,0.141816,0,149.185211,173.787872,148.370224,0,0,1.763762,1.941874,1.681604,0,G6
0.013928,0.147993,0,151.334518,173.53688,151.213486,0,0,1.813359,1.992829,1.736571,0,G6
0.013876,0.180721,0,156.124237,175.924545,155.403091,0,0,2.001664,2.19402,1.922534,0,G6
0.013807,0.414376,0,162.251755,177.34613,160.792664,0,0,2.492057,2.664763,2.43194,0,G6
0.01415,0.364131,0,133.359482,172.38913,133.015472,0,0,1.44268,1.671507,1.365915,0,G6
0.014919,0.470769,0,45.478302,13.80197,45.613586,0,0,0.267812,0.550751,0.184963,0,G6
0.011148,1.317109,66.975769,0,0,0,26.135939,0.400902,0,0,0,0.384534,G7
0.011434,1.153869,64.830879,0,0,0,64.355995,0.087632,0,0,0,0.493516,G7
0.011219,1.214387,72.999245,0,0,0,72.901688,0.418244,0,0,0,0.694488,G7
0.010902,1.065491,88.573601,0,0,0,88.483589,0.784499,0,0,0,1.143306,G7
0.010432,0.879429,95.756348,0,0,0,95.949142,1.013742,0,0,0,1.247574,G7
0.010954,1.01482,57.354908,0,0,0,8.70211,0.23357,0,0,0,0.106801,G7
0.011662,1.369463,49.811981,0,0,0,52.287605,0.298597,0,0,0,0.232696,G7
0.011852,1.432197,53.982948,0,0,0,53.931431,0.30107,0,0,0,0.037135,G7
0.011112,1.249366,76.374542,0,0,0,38.376884,0.658959,0,0,0,0.612904,G7
0.010802,1.081735,78.978119,0,0,0,40.783569,0.632291,0,0,0,0.775925,G7
0.009672,0.545486,147.393204,176.763184,0,0,146.263794,2.184069,3.204638,0,0,2.588875,G8
0.009761,0.99161,116.228928,171.350555,0,0,115.948372,1.072995,2.305337,0,0,1.558511,G8
0.009541,1.115991,110.822693,161.412094,0,0,110.82785,1.01373,2.158606,0,0,1.375083,G8
0.009822,0.982328,126.885773,172.451385,0,0,125.822937,1.439148,2.635837,0,0,1.837766,G8
0.009685,0.803399,143.358109,177.665192,0,0,144.300797,2.265675,3.376349,0,0,2.591346,G8
0.009611,1.208049,133.278732,171.584915,0,0,131.639328,1.743786,2.905275,0,0,2.092289,G8
0.009718,1.180364,137.789841,171.835403,0,0,137.991196,2.031006,3.16208,0,0,2.312677,G8
0.009771,1.076684,115.834625,160.142258,0,0,116.919647,1.10119,2.230921,0,0,1.542498,G8
0.009682,0.999644,93.377518,107.203545,0,0,93.410728,0.55934,1.665813,0,0,0.958638,G8
0.009763,0.707696,126.097778,173.113571,0,0,126.253975,1.370372,2.453095,0,0,1.781299,G8
0.008987,1.027946,138.349426,163.104401,170.327118,159.372253,143.312241,1.492289,2.757621,2.938242,2.803932,2.219361,G9
0.008941,0.892321,126.173294,161.07103,166.501831,151.779694,134.465271,0.966312,2.303982,2.440433,2.29634,1.776484,G9
0.008827,0.872778,135.505264,164.302216,169.187805,157.205276,142.974747,1.330727,2.548765,2.698264,2.565171,2.085964,G9
1,-0.985285,136.794678,105.560562,105.560562,105.560562,105.560562,1.419443,0,0,0,0,G9
0.008749,0.988456,127.468376,154.395416,168.753952,149.806717,129.724609,0.935492,2.306974,2.492724,2.341148,1.723,G9
0.008624,0.866844,131.931885,159.93541,168.903717,153.802948,136.938431,1.269589,2.469249,2.63335,2.481777,1.916036,G9
0.008786,0.99683,132.311508,158.360794,166.183228,153.713531,136.35585,1.179058,2.455916,2.642896,2.49847,1.939686,G9
0.008948,0.891538,152.271393,170.096451,175.255661,167.412613,155.902893,2.384876,3.636585,3.818588,3.671304,3.11106,G9
0.008825,1.019123,150.84613,170.042786,172.825012,165.365067,154.215775,2.35301,3.58542,3.74994,3.623787,3.021146,G9
0.008881,1.063152,150.664581,169.450546,174.796356,166.914536,154.933899,2.334261,3.666045,3.86179,3.729032,3.115675,G9
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0.013042,0.886732,0,163.697708,163.622513,0,130.884628,0,4.061127,3.809917,0,0,G0
0.011495,0.547338,0,152.3423,168.278625,0,160.481247,0,2.61128,2.639111,0,2.249943,G0
0.010895,0.351789,0,131.111145,152.385956,0,159.855103,0,1.757697,1.861239,0,1.610192,G0
0.016768,0.546105,0,161.21904,162.602097,0,117.193008,0,2.439428,2.132315,0,0,G0
0.012894,0.874791,0,155.92421,155.962509,0,119.488953,0,2.773369,2.471603,0,0,G0
0.012687,0.72639,0,153.656494,173.019684,0,154.079178,0,2.318356,2.752664,0,2.156658,G0
0.016537,0.537521,0,162.137329,157.30069,0,114.803497,0,2.323808,1.958569,0,0,G0
0.012489,0.671723,0,156.117722,173.00415,0,154.311249,0,2.402087,2.710219,0,2.109083,G0
0.012102,0.73589,0,153.314026,173.334381,0,152.11937,0,2.360192,2.570628,0,2.039878,G0
0.011832,0.455441,0,150.374832,170.019012,0,151.532181,0,2.18524,2.417647,0,1.897843,G0
1,-0.395436,0,91.217468,0,0,0,0,0.968599,0,0,0,G2
0,0,0,108.243057,0,0,0,0,0,0,0,0,G2
0,0,0,107.309753,0,0,0,0,0,0,0,0,G2
1,-0.266284,0,55.379917,0,0,0,0,0.80651,0,0,0,G2
1,-0.467012,0,92.503281,0,0,0,0,0.966789,0,0,0,G2
1,-0.568667,0,93.380966,0,0,0,0,0.979964,0,0,0,G2
1,-0.449082,0,26.064676,0,0,0,0,0.582813,0,0,0,G2
0,0,0,83.305435,0,0,0,0,0,0,0,0,G2
1,-0.292297,0,34.136799,0,0,0,0,0.515428,0,0,0,G2
1,-0.468907,0,65.393684,0,0,0,0,0.837519,0,0,0,G2
0.02319,0.439831,0,0,0,0,167.863953,0,0,0,0,1.232904,G3
0.016277,0.448974,0,0,0,0,88.159348,0,0,0,0,0.805818,G3
0,0,0,0,0,0,84.395744,0,0,0,0,0,G3
0.014628,0.350008,0,0,0,0,79.971703,0,0,0,0,0.709125,G3
0.01504,0.473491,0,0,0,0,104.788605,0,0,0,0,0.933915,G3
1,0.117314,0,0,0,0,115.748306,0,0,0,0,1.08117,G3
1,0.036763,0,0,0,0,150.301651,0,0,0,0,1.330263,G3
0.02276,0.189415,0,0,0,0,117.971382,0,0,0,0,0.803571,G3
0.022718,0.369277,0,0,0,0,84.735298,0,0,0,0,0.694153,G3
0.024239,0.465191,0,0,0,0,142.2285,0,0,0,0,0.818085,G3
0.012037,-0.228333,119.3041,124.459007,0,0,0,1.260336,1.714143,0,0,0,G4
0.018735,0.188088,123.852036,136.959,0,0,0,1.549639,2.399213,0,0,0,G4
0.012,-0.181789,137.625656,142.153061,0,0,0,1.74298,2.195871,0,0,0,G4
0.011555,-0.336539,144.905853,144.741196,0,0,0,1.978431,2.306665,0,0,0,G4
0.011652,-0.375696,146.47226,147.020325,0,0,0,2.043352,2.36277,0,0,0,G4
0.011781,-0.30021,136.859177,138.054749,0,0,0,1.699464,1.996894,0,0,0,G4
0.011935,-0.217853,135.090927,134.973709,0,0,0,1.64371,1.970028,0,0,0,G4
0.011958,-0.25502,131.452194,133.011429,0,0,0,1.55097,1.905056,0,0,0,G4
0.018791,0.12973,111.643913,131.731537,0,0,0,1.166019,2.199822,0,0,0,G4
0.017666,0.112282,116.672371,148.552414,0,0,0,1.243752,2.408094,0,0,0,G4
0.019785,-0.063756,0,149.858078,159.62265,0,0,0,1.596664,1.719043,0,0,G5
0.020119,0.19679,0,152.462936,148.48822,0,0,0,1.590844,1.679568,0,0,G5
0.01997,0.059605,0,142.574768,146.523254,0,0,0,1.436605,1.602602,0,0,G5
0.020287,0.042598,0,144.243668,148.256744,0,0,0,1.470707,1.611276,0,0,G5
0.020168,-0.126182,0,160.108444,163.124893,0,0,0,1.808861,1.909074,0,0,G5
0.019834,-0.051169,0,151.57991,155.168442,0,0,0,1.62083,1.713301,0,0,G5
0.019846,0.168148,0,152.773972,145.389755,0,0,0,1.543796,1.610795,0,0,G5
0.020116,0.135939,0,153.492386,149.763214,0,0,0,1.584843,1.66416,0,0,G5
0.020067,0.143817,0,157.542816,154.934418,0,0,0,1.705528,1.77677,0,0,G5
0.019847,-0.004519,0,142.773071,148.855392,0,0,0,1.452613,1.581132,0,0,G5
0.014743,0.352671,0,131.619598,137.667084,133.601089,0,0,1.346322,1.450669,1.281818,0,G6
0.015098,0.217343,0,138.085953,138.372543,137.655609,0,0,1.411299,1.497299,1.346642,0,G6
0.014547,0.277276,0,131.736755,136.854767,131.867508,0,0,1.343008,1.436411,1.282059,0,G6
0.014449,0.315888,0,139.519928,150.453323,141.150391,0,0,1.474261,1.575881,1.411345,0,G6
0.014934,0.373073,0,145.514252,161.324448,146.647049,0,0,1.613016,1.751137,1.559753,0,G6
0.014813,0.34865,0,143.023148,160.310516,145.152069,0,0,1.574352,1.698875,1.507171,0,G6
0.015164,0.178631,0,131.538254,145.985291,135.684311,0,0,1.350408,1.455152,1.274632,0,G6
0.014885,0.194414,0,131.11377,147.87059,134.060883,0,0,1.349744,1.447757,1.26137,0,G6
0.015116,0.374784,0,142.925644,158.232574,145.629501,0,0,1.560532,1.707485,1.516865,0,G6
0.014977,0.331614,0,139.844498,144.734329,142.523407,0,0,1.458613,1.580609,1.412423,0,G6
0.010438,1.210704,152.536057,0,0,0,173.192322,3.562905,0,0,0,3.681969,G7
0.010795,1.430695,146.258652,0,0,0,145.27504,3.202497,0,0,0,2.946744,G7
0.010652,1.418604,146.869156,0,0,0,146.36264,3.203683,0,0,0,2.998811,G7
0.010717,1.433596,148.957001,0,0,0,149.239166,3.426316,0,0,0,3.292067,G7
0.011471,1.528859,150.557571,0,0,0,152.372345,3.735155,0,0,0,3.810102,G7
0.011236,1.484964,150.665634,0,0,0,149.2845,3.544746,0,0,0,3.469804,G7
0.010897,1.29005,149.321579,0,0,0,148.169296,3.313067,0,0,0,3.25412,G7
0.010884,1.387429,148.510986,0,0,0,167.428192,3.313694,0,0,0,3.200303,G7
0.010807,1.302124,151.567459,0,0,0,172.708603,3.493379,0,0,0,3.626636,G7
0.011076,1.287866,153.43161,0,0,0,152.890732,3.873001,0,0,0,3.748755,G7
0.011049,1.13941,161.528351,175.102661,0,0,161.185776,5.048294,6.283594,0,0,5.479455,G8
0.0108,1.244691,150.767807,178.173172,0,0,150.673141,3.260478,4.651743,0,0,3.63243,G8
0.011102,1.38209,152.583389,177.220322,0,0,150.322662,3.302397,4.642641,0,0,3.629433,G8
0.011007,1.287421,156.060669,175.43425,0,0,153.983643,3.768217,5.036147,0,0,4.089,G8
0.010856,1.18762,156.971634,174.843185,0,0,156.80336,4.181109,5.490388,0,0,4.574145,G8
0.009815,0.568574,157.498322,174.514725,0,0,159.016907,3.636021,4.662253,0,0,3.982023,G8
0.012549,0.143787,162.832214,166.141495,0,0,131.223846,3.023587,2.907346,0,0,0,G8
0.012129,0.362933,165.455566,163.303879,0,0,129.141281,3.086752,2.967525,0,0,0,G8
0.01254,0.717445,163.420197,159.632507,0,0,121.42952,2.742208,2.827115,0,0,0,G8
0.00966,0.756468,156.386108,174.202438,0,0,156.423523,3.540725,4.522438,0,0,3.792587,G8
0.009456,0.930666,153.674866,170.151398,177.077789,168.311295,158.518723,2.671059,3.7999,4.004097,3.830438,3.310155,G9
0.009113,0.984521,140.797333,163.129532,175.397751,161.551239,145.956879,1.599653,2.945883,3.105919,2.964248,2.414811,G9
0.008982,0.96534,140.769897,164.2099,174.234344,160.389008,145.495758,1.63007,2.928238,3.065292,2.930815,2.390457,G9
0.009393,1.020055,142.974442,165.26947,174.354675,160.741837,145.842255,1.677662,2.96248,3.114193,2.960878,2.410872,G9
0.010939,0.606628,151.316803,169.384048,172.801254,150.567596,114.443176,2.044147,2.266222,2.218778,1.928026,0,G9
0.009364,0.964729,142.975693,161.139526,177.569473,165.564362,149.232285,1.668764,2.855092,3.101118,2.989568,2.504358,G9
0.009404,0.968442,141.675491,164.847626,174.239014,160.284805,146.03772,1.695457,2.822205,3.036373,2.87299,2.335129,G9
0.009125,0.984573,147.899078,168.345673,175.308517,163.939743,151.867661,2.132339,3.24059,3.40203,3.290971,2.755993,G9
0.009162,1.063021,149.200424,168.636124,175.562164,164.610992,152.670929,2.160825,3.349482,3.481277,3.36743,2.849082,G9
0.011123,0.893148,169.012329,178.74617,169.30777,157.90358,129.156998,2.946394,3.097968,3.023722,2.658804,0,G9
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
1,-0.123649,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,G1
0.015583,0.560978,0,164.923004,158.629379,0,118.488052,0,2.45482,1.98976,0,0,G0
0.011402,0.700698,0,156.458832,173.615173,0,159.911652,0,2.955438,3.20416,0,2.461845,G0
0.011398,0.649385,0,155.307053,170.639374,0,160.806503,0,2.801632,3.055864,0,2.419631,G0
0.011594,0.754909,0,145.855743,163.199554,0,148.587677,0,2.333329,2.502074,0,1.850251,G0
0.013536,0.983468,0,143.210922,162.337173,0,164.623367,0,2.638902,2.988656,0,1.91733,G0
0.011151,0.766188,0,154.849014,171.687241,0,156.92659,0,2.643347,2.865042,0,2.254971,G0
0.011191,0.677561,0,149.108963,170.3396,0,153.909775,0,2.374538,2.610252,0,2.013928,G0
0.011357,0.782363,0,131.872131,154.264023,0,134.141129,0,1.824735,1.993155,0,1.356946,G0
0.010831,0.935835,0,143.960419,163.527176,0,144.438583,0,2.153897,2.36433,0,1.800614,G0
0.013881,1.042902,0,114.123497,159.74823,0,116.50386,0,1.571898,1.970152,0,0.978485,G0
