@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,3,4,5,18-22'

@attribute numFingers numeric
@attribute ratio numeric
@attribute Max_X numeric
@attribute Max_Y numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
2,0.02039,0.344217,0.714377,1.720098,0,0,0,G5
2,0.019394,0.00125,0.945916,2.668509,0,0,0,G5
2,0.019014,-0.104991,0.900844,2.511825,0,0,0,G5
2,0.019206,0.100275,0.891132,2.788701,0,0,0,G5
2,0.019641,0.230157,0.813929,2.140681,0,0,0,G5
2,0.020034,0.20059,0.809435,2.446493,0,0,0,G5
2,0.018406,-0.008094,0.792402,2.3425,0,0,0,G5
3,0.015375,0.279717,2.213762,6.520558,0.567594,0,0,G5
2,0.019417,0.184218,0.836541,1.740856,0,0,0,G5
2,0.019508,0.29544,0.741945,1.631936,0,0,0,G5
4,0.02997,0.516782,1.581077,5.318959,0.260904,4.736605,0,G6
3,0.015697,0.139307,0.827264,3.086457,2.910534,0,0,G6
3,0.015816,0.094906,0.760551,3.024344,2.858088,0,0,G6
3,0.015631,-0.129805,0.568608,2.318944,2.147071,0,0,G6
4,0.052611,0.465319,1.883136,6.921296,1.31241,6.485574,0,G6
3,0.016834,0.181402,0.792017,2.124966,1.978572,0,0,G6
3,0.018884,0.274874,0.799378,1.278009,1.057071,0,0,G6
3,0.016977,0.13395,0.839703,2.509493,2.366792,0,0,G6
2,0.033821,0.005638,0.638898,2.17878,0,0,0,G6
3,0.01103,0.317525,0.877654,2.339657,2.051948,0,0,G6
3,0.013018,0.623048,1.032663,1.927939,2.205177,0,0,G7
2,0.011292,0.627914,0.723627,1.460773,0,0,0,G7
3,0.012412,0.587678,0.696,0.691008,0.807164,0,0,G7
2,0.011606,0.531465,0.817296,2.012805,0,0,0,G7
2,0.011732,0.683781,0.748672,1.698868,0,0,0,G7
3,0.011921,0.727063,0.633878,1.130914,1.23091,0,0,G7
2,0.011871,0.559888,1.066187,3.010971,0,0,0,G7
2,0.011567,0.408152,1.006429,3.029893,0,0,0,G7
3,0.050177,1.685299,4.407277,4.90577,13.095601,0,0,G7
3,0.046378,1.697408,4.139905,2.00298,10.297478,0,0,G7
3,0.012986,0.496928,1.104342,3.668756,3.193327,0,0,G8
3,0.011998,0.350388,1.251412,4.192065,3.666392,0,0,G8
3,0.012695,0.26795,1.173207,4.230053,3.700291,0,0,G8
3,0.012879,0.356405,1.148731,3.812274,3.30469,0,0,G8
3,0.013162,0.538121,1.155998,3.933349,3.398436,0,0,G8
3,0.012941,0.285648,1.043317,3.81933,3.356642,0,0,G8
3,0.01283,0.095009,0.956007,3.623254,3.169623,0,0,G8
3,0.012804,0.063922,1.040511,3.670811,3.23271,0,0,G8
3,0.013011,0.273822,1.111945,3.457265,2.981282,0,0,G8
3,0.013227,0.497472,1.013234,2.646977,2.135363,0,0,G8
5,0.009618,1.037722,1.157735,3.062286,3.213935,2.961429,2.355674,G9
5,0.00954,0.96735,1.255594,3.675258,3.813145,3.565082,2.955591,G9
5,0.009611,0.972766,1.184164,3.585953,3.756645,3.500747,2.903466,G9
5,0.009665,0.967241,1.250833,2.868926,3.010063,2.74509,2.126699,G9
5,0.009683,1.00079,1.220477,2.69657,2.829509,2.58122,1.969107,G9
5,0.009614,0.910479,1.088166,3.015776,3.199347,2.939293,2.362875,G9
5,0.009669,0.776657,1.085197,2.785489,2.923,2.66829,2.10814,G9
5,0.009657,0.79672,1.063287,3.540558,3.681621,3.432266,2.912088,G9
5,0.009594,1.012155,1.087691,3.673217,3.852635,3.631503,3.052096,G9
5,0.009706,1.080741,1.177329,3.192233,3.353548,3.1159,2.488692,G9
