@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2,3,5,6,18-22'

@attribute fingersExtended numeric
@attribute ratio numeric
@attribute Max_Y numeric
@attribute fingersAreas numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
11000,0.012888,1.283077,51.770668,2.679899,0,0,0,G4
11000,0.034152,3.320397,63.384914,2.952057,1.339858,0,0,G4
1100,0.02039,0.714377,26.076427,1.720098,0,0,0,G5
1100,0.019394,0.945916,27.277973,2.668509,0,0,0,G5
1100,0.019014,0.900844,27.534216,2.511825,0,0,0,G5
1100,0.019206,0.891132,27.582676,2.788701,0,0,0,G5
1100,0.019641,0.813929,26.975546,2.140681,0,0,0,G5
1100,0.020034,0.809435,26.07238,2.446493,0,0,0,G5
1100,0.018406,0.792402,28.225647,2.3425,0,0,0,G5
1100,0.015375,2.213762,60.335289,6.520558,0.567594,0,0,G5
1100,0.019417,0.836541,27.032518,1.740856,0,0,0,G5
1100,0.019508,0.741945,27.724827,1.631936,0,0,0,G5
1110,0.02997,1.581077,33.358143,5.318959,0.260904,4.736605,0,G6
1110,0.015697,0.827264,16.399914,3.086457,2.910534,0,0,G6
1110,0.015816,0.760551,16.156572,3.024344,2.858088,0,0,G6
1110,0.015631,0.568608,16.26786,2.318944,2.147071,0,0,G6
1110,0.052611,1.883136,25.080109,6.921296,1.31241,6.485574,0,G6
1110,0.016834,0.792017,15.414824,2.124966,1.978572,0,0,G6
1110,0.018884,0.799378,13.936198,1.278009,1.057071,0,0,G6
1110,0.016977,0.839703,15.344725,2.509493,2.366792,0,0,G6
1110,0.033821,0.638898,14.859858,2.17878,0,0,0,G6
1110,0.01103,0.877654,24.223589,2.339657,2.051948,0,0,G6
10001,0.013018,1.032663,30.709044,1.927939,2.205177,0,0,G7
10001,0.011292,0.723627,61.148945,1.460773,0,0,0,G7
10001,0.012412,0.696,29.931185,0.691008,0.807164,0,0,G7
10001,0.011606,0.817296,57.964828,2.012805,0,0,0,G7
10001,0.011732,0.748672,58.989616,1.698868,0,0,0,G7
10001,0.011921,0.633878,31.577063,1.130914,1.23091,0,0,G7
10001,0.011871,1.066187,57.580097,3.010971,0,0,0,G7
10001,0.011567,1.006429,57.93148,3.029893,0,0,0,G7
10001,0.050177,4.407277,114.413979,4.90577,13.095601,0,0,G7
10001,0.046378,4.139905,106.343872,2.00298,10.297478,0,0,G7
11001,0.012986,1.104342,20.997494,3.668756,3.193327,0,0,G8
11001,0.011998,1.251412,22.975052,4.192065,3.666392,0,0,G8
11001,0.012695,1.173207,21.786654,4.230053,3.700291,0,0,G8
11001,0.012879,1.148731,21.023575,3.812274,3.30469,0,0,G8
11001,0.013162,1.155998,20.612978,3.933349,3.398436,0,0,G8
11001,0.012941,1.043317,20.881372,3.81933,3.356642,0,0,G8
11001,0.01283,0.956007,21.139162,3.623254,3.169623,0,0,G8
11001,0.012804,1.040511,21.055159,3.670811,3.23271,0,0,G8
11001,0.013011,1.111945,20.682329,3.457265,2.981282,0,0,G8
11001,0.013227,1.013234,20.561441,2.646977,2.135363,0,0,G8
11111,0.009618,1.157735,8.656054,3.062286,3.213935,2.961429,2.355674,G9
11111,0.00954,1.255594,8.596058,3.675258,3.813145,3.565082,2.955591,G9
11111,0.009611,1.184164,8.835953,3.585953,3.756645,3.500747,2.903466,G9
11111,0.009665,1.250833,8.444284,2.868926,3.010063,2.74509,2.126699,G9
11111,0.009683,1.220477,8.210151,2.69657,2.829509,2.58122,1.969107,G9
11111,0.009614,1.088166,9.262285,3.015776,3.199347,2.939293,2.362875,G9
11111,0.009669,1.085197,9.08777,2.785489,2.923,2.66829,2.10814,G9
11111,0.009657,1.063287,9.200364,3.540558,3.681621,3.432266,2.912088,G9
11111,0.009594,1.087691,8.893003,3.673217,3.852635,3.631503,3.052096,G9
11111,0.009706,1.177329,8.345312,3.192233,3.353548,3.1159,2.488692,G9
