@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R1,3,7-11,264-327,328'

@attribute numFingers numeric
@attribute ratio numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute cellOccupancyAvg1 numeric
@attribute cellOccupancyAvg2 numeric
@attribute cellOccupancyAvg3 numeric
@attribute cellOccupancyAvg4 numeric
@attribute cellOccupancyAvg5 numeric
@attribute cellOccupancyAvg6 numeric
@attribute cellOccupancyAvg7 numeric
@attribute cellOccupancyAvg8 numeric
@attribute cellOccupancyAvg9 numeric
@attribute cellOccupancyAvg10 numeric
@attribute cellOccupancyAvg11 numeric
@attribute cellOccupancyAvg12 numeric
@attribute cellOccupancyAvg13 numeric
@attribute cellOccupancyAvg14 numeric
@attribute cellOccupancyAvg15 numeric
@attribute cellOccupancyAvg16 numeric
@attribute cellOccupancyAvg17 numeric
@attribute cellOccupancyAvg18 numeric
@attribute cellOccupancyAvg19 numeric
@attribute cellOccupancyAvg20 numeric
@attribute cellOccupancyAvg21 numeric
@attribute cellOccupancyAvg22 numeric
@attribute cellOccupancyAvg23 numeric
@attribute cellOccupancyAvg24 numeric
@attribute cellOccupancyAvg25 numeric
@attribute cellOccupancyAvg26 numeric
@attribute cellOccupancyAvg27 numeric
@attribute cellOccupancyAvg28 numeric
@attribute cellOccupancyAvg29 numeric
@attribute cellOccupancyAvg30 numeric
@attribute cellOccupancyAvg31 numeric
@attribute cellOccupancyAvg32 numeric
@attribute cellOccupancyAvg33 numeric
@attribute cellOccupancyAvg34 numeric
@attribute cellOccupancyAvg35 numeric
@attribute cellOccupancyAvg36 numeric
@attribute cellOccupancyAvg37 numeric
@attribute cellOccupancyAvg38 numeric
@attribute cellOccupancyAvg39 numeric
@attribute cellOccupancyAvg40 numeric
@attribute cellOccupancyAvg41 numeric
@attribute cellOccupancyAvg42 numeric
@attribute cellOccupancyAvg43 numeric
@attribute cellOccupancyAvg44 numeric
@attribute cellOccupancyAvg45 numeric
@attribute cellOccupancyAvg46 numeric
@attribute cellOccupancyAvg47 numeric
@attribute cellOccupancyAvg48 numeric
@attribute cellOccupancyAvg49 numeric
@attribute cellOccupancyAvg50 numeric
@attribute cellOccupancyAvg51 numeric
@attribute cellOccupancyAvg52 numeric
@attribute cellOccupancyAvg53 numeric
@attribute cellOccupancyAvg54 numeric
@attribute cellOccupancyAvg55 numeric
@attribute cellOccupancyAvg56 numeric
@attribute cellOccupancyAvg57 numeric
@attribute cellOccupancyAvg58 numeric
@attribute cellOccupancyAvg59 numeric
@attribute cellOccupancyAvg60 numeric
@attribute cellOccupancyAvg61 numeric
@attribute cellOccupancyAvg62 numeric
@attribute cellOccupancyAvg63 numeric
@attribute cellOccupancyAvg64 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
2,0.011781,1.163924,1.375656,0,0,0,0,0,0,0,0,5.205278,2.833055,0,0,0,0,0,0,9.487778,8.252222,0,0,0,0,0,0,3.305,13.693889,0.583889,0.39,5.130833,6.186666,6.440278,7.384722,10.782778,16,3.893611,0.881667,7.640555,9.6675,11.245556,15.781667,15.716111,16,4,0,0,0,0.126389,7.388611,15.217778,15.895278,4,0,0,0,0,7.206944,14.568611,14.651389,4,0,0,0,0,0.903889,7.196389,8.864445,1.746389,G4
2,0.011935,1.160446,1.412733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194167,0,0.066944,0.124722,2.209167,2.858611,10.119722,13.515833,15.200556,14.51,14.198889,14.687222,10.578055,6.78,14.695833,15.433333,15.99,15.970834,15.973889,15.156111,10.663611,0,0,0.951667,2.743611,0.817778,0.989167,0.313889,3.620278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G4
2,0.011958,1.165659,1.410179,0,0,0,0,0,0,0,0,4.391389,2.330555,0,0,0,0,0,0,9.863055,6.200555,0,0,0,0,0,0,4.874444,13.138056,0.158889,0,1.32,3.0275,2.828056,5.649445,9.301666,16,2.133333,0.460556,11.828333,13.205556,14.245277,15.589723,15.574722,15.990833,2.133333,0,0,0,0,6.653889,14.925278,14.04,2.123055,0,0,0,0,5.957778,14.597222,9.9975,1.052778,0,0,0,0,1.160556,8.563334,4.998611,1.224444,G4
3,0.018791,1.419619,1.791786,0,0,0,0,0,0,0,0.025556,7.054722,0,0,0,0,0,0,0.343889,14.758056,2.075,0,0,0,0,0,0,9.413055,9.305555,0,0,0,0,0.414167,4.694167,12.921111,13.6,0,0,6,11.904445,14.720834,15.870277,14.649445,13.6,0,0,3.296111,2.618333,1.555833,10.620833,14.666111,9.019444,0,0,0,0,0,8.771667,14.973889,10.7,0,0,0,0,0,2.796944,10.114166,5.213056,0,G4
3,0.017666,1.472103,1.774148,0,0,0,0,0,0,0,0,6.390278,0,0,0,0,0,0,0.029444,14.852222,1.904722,0,0,0,0,0,0,8.8075,9.0825,0,0,0,0,0.237222,4.464445,12.288333,13.6,0,0,7.294167,12.008611,14.290277,15.975,15.981944,13.6,0,0,2.265833,1.914444,1.062778,10.943055,15.033055,7.9025,0,0,0,0,0,8.956111,14.964723,10.890555,0,0,0,0,0,3.266944,9.184167,5.435555,0,G4
2,0.019785,0,0.99913,1.070645,0,0,0,0,0,0,0,0,0,0,0,9.590278,10.1575,2.300278,0,0,0,0,0,0.714167,8.632222,15.707222,8.829445,5.796667,1.908056,0.096111,0.020556,1.856944,3.6,10.149167,17,16.975555,16.670834,4.848333,6.933611,12.246667,12.198055,12.403334,16.815277,15.51,15.595278,7.720556,0,0,0,0,10.595,16.815277,13.760834,10.853056,0,0,0,0,0.396389,2.203611,1.796667,8.582222,0,0,0,0,0,0,0,0,G5
2,0.020119,0,0.983489,1.088653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.731945,13.928056,12.101111,9.841945,8.33,9.3,6.181944,0.891667,0.0225,2.355833,5.932778,13.107778,17,16.425278,16.186666,11.073611,0.087778,4.4825,11.427778,14.939445,16.079166,16.602501,16.213333,9.611667,7.508056,11.870277,5.558889,1.018333,2.486111,9.934722,11.699166,3.031389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G5
2,0.01997,0,0.971452,1.100883,0,0,0,0,0,0,0,0,0,0,0.0725,1.288889,0.0025,0,0,0,0,0,1.320556,12.734167,14.129167,9.950277,7.108056,6.6,3.014167,0.2475,0,0.0025,3.2175,11.573611,17,16.956667,16.221111,8.515833,2.273333,9.0925,14.639167,16.126389,16.969444,12.468889,16.003611,11.355833,6.515,6.25,3.899444,1.038333,5.311666,13.710278,14.395555,9.660833,0,0,0,0,0.1125,1.930556,0.738056,0,0,0,0,0,0,0,0,0,G5
2,0.020287,0,0.980688,1.088118,0,0,0,0,0,0,0,0,0,0,0.200833,1.754444,0.153056,0,0,0,0,0,1.073611,10.161944,13.592778,9.737778,7.17,5.083055,2.774444,0,0,0,0.878889,12.629723,17,16.68111,15.139722,5.026667,5.43,12.561944,14.964723,13.238611,16.874445,14.686111,16.642221,8.709444,2.407778,1.933889,0.308611,0.009167,4.438889,14.738889,14.549167,9.598611,0,0,0,0,0.099722,1.027222,0.058889,0.853889,0,0,0,0,0,0,0,0,G5
2,0.020168,0,0.993019,1.075056,0,0,0,0.2175,0.012222,0,0,0,0,0,0,9.666389,12.291945,2.592222,0,0,0,0,0,0,4.416389,14.790277,11.119722,5.816111,1.917778,0,6.003056,12.749166,14.193055,16.056389,16.693056,15.585556,10.934722,0,0,0,0.558333,6.839445,16.995556,16.985001,16.478611,8.0975,0,0,0,0.0075,5.549722,10.646944,17.191111,12,0,0,0,0,0,0.002222,5.985278,9.915833,0,0,0,0,0,0,0,0.034444,G5
2,0.019834,0,1.000494,1.069216,0,0,0,0,0,0,0,0,0,0,0.195833,9.025833,4.183055,0.106944,0,0,0,0,0,3.847222,12.960834,12.9575,7.165833,3.463333,0.691389,0,0.388333,2.435833,4.21,12.050278,17,16.203888,15.165277,2.003889,8.134444,10.9975,11.227777,10.875278,16.591667,16.008333,13.891945,8.839723,0,0,0,0.359722,9.470278,15.045555,17.163055,11.671389,0,0,0,0,0,0.766111,2.436944,5.989167,0,0,0,0,0,0,0,0,G5
2,0.019846,0,0.986254,1.086669,0,0,0,0,0,0,0,0,0,0,0.015,0.033889,0,0,0,0,0,0,3.432222,14.460834,12.981944,10.295555,7.310555,7.606945,5.15,0.651944,0,0.635556,5.024445,13.408334,17,16.828333,16.505833,10.463333,0.529444,6.675278,12.941667,15.910833,16.155277,16.325277,15.685,8.02,8.025278,10.432777,4.555278,1.451111,3.787778,13.053333,12.441389,6.869722,0,0,0,0,0,0.099167,0.073889,0,0,0,0,0,0,0,0,0,G5
2,0.020116,0,0.989605,1.082753,0,0,0,0,0,0,0,0,0,0,0,0.197222,0,0,0,0,0,0,3.009167,14.2625,13.546389,10.192778,7.309444,7.214167,5.200833,2.360278,0,0.056389,4.649722,12.770833,17,16.828611,16.332222,9.249722,0.731944,7.330833,13.133889,16.1775,16.122223,14.423889,15.804167,6.950833,7.718889,9.645278,4.277778,1.324444,4.37,12.58,14.863611,7.709722,0,0,0,0,0,0,0.244444,0,0,0,0,0,0,0,0,0,G5
2,0.020067,0,0.996207,1.076975,0,0,0,0,0,0,0,0,0,0,0.334167,2.054722,0.120278,0,0,0,0,0,2.67,14.188056,15.292778,12.106944,9.9975,10.4975,7.0725,1.824444,0,0.006111,2.735,10.325833,17,16.998056,16.571388,8.348333,1.683056,6.545278,13.991389,16.129723,15.846666,16.696112,15.993055,8.796389,8.153055,10.069722,4.180278,1.04,1.779167,10.86,13.792778,5.504445,0,0,0,0,0,1.011111,0.263056,0,0,0,0,0,0,0,0,0,G5
2,0.019847,0,0.99196,1.079854,0,0,0,0,0,0,0,0,0,0,0,3.851111,2.395555,0,0,0,0,0,0,5.418334,13.210834,13.13,5.956666,4.677778,0.408889,0,0,0,0.124444,8.318055,17,16.999166,14.549444,2.836667,4.708055,11.685833,14.464444,14.400833,16.802221,14.971945,14.7175,1.936667,1.708889,3.542222,0.712222,0,6.114444,13.002778,16.168888,11.776667,0,0,0,0,0,1.616667,4.543056,2.701667,0,0,0,0,0,0,0,0,G5
3,0.014743,0,1.060452,1.13061,0.990098,0,0,0,0,0,0,0,0,0,0,4.851666,7.263611,3.536389,0.217778,0,0,0,0,2.616389,9.634167,14.538611,14.364445,14.622778,11.045278,4.060555,0.115556,3.120833,6.369444,10.03,16.010279,16.985556,15.931111,9.864722,7.894444,12.600555,8.873611,7.340833,16.816389,16.935556,15.572778,7.549167,0,0,2.354167,10.7125,6.828333,9.0975,8.708055,0.698889,0,0,7.186944,2.250278,0,0,0,0,0,0,0,0,0,0,0,0,G6
3,0.015098,0,1.050094,1.128961,0.992805,0,0,0,0,0,0,0,0,0,0,0,8.2825,3.812778,0.557778,0,0,0,0,0,4.1325,12.748611,12.786667,4.638055,2.223333,0,3.6675,6.99,6.616111,6.6975,13.597777,16,15.940278,8.446389,4.753056,8.89,9.895,11.159722,15.176945,16,16.010834,10.666667,0,0.561667,4.386111,11.171945,13.773889,14.686111,13.815278,7.319167,0,1.923611,8.143888,2.718055,0.146111,1.898333,4.591944,0.138611,0,0,0,0,0,0,0,0,G6
3,0.014547,0,1.057667,1.12132,1.001102,0,0,0,0,0,0,0,0,0,0,1.204444,8.174723,3.369167,0.015278,0,0,0,0,0.18,5.890278,13.626667,11.786389,7.603611,4.428056,0,0.175,2.961944,4.383611,5.148056,14.508333,16.284445,16.401112,8.851111,7.146111,14.561944,11.788055,11.220555,15.970278,16.971666,13.981667,9.639167,0,0.011389,3.846111,10.030556,12.952778,13.723611,15.155278,4.015833,0,1.517222,9.366111,4.080833,0.015278,1.312222,0.891944,0,0,0,0,0,0,0,0,0,G6
3,0.014449,0,1.065073,1.114666,0.997854,0,0,0,0,0,0,0,0,0,0,4.798889,7.52,2.246944,0,0,0,0,0,2.494167,10.265555,15.631389,11.258611,9.633056,7.172222,1.079722,0.084167,1.956667,5.3775,8.978889,16.070833,16.754999,16.623888,10.546667,8.384722,13.183611,11.506389,9.718333,15.753056,16.999722,16.084167,9.150556,0.085,0,3.347222,11.461111,8.225,13.150556,13.236111,1.796944,0,1.185278,8.623889,2.6475,0,0.033333,0.015556,0,0,0,0,0,0,0,0,0,G6
3,0.014934,0,1.063739,1.126168,1.007605,0,0,0,0,0,0,0,0,0,0,5.188611,7.423056,2.388333,0,0,0,0,0,3.156945,10.460556,15.585834,12.655278,12.139167,9.531667,0.654722,0.891111,4.513055,8.259722,10.398056,16.382778,16.925556,16.396944,8.604167,6.669722,11.865833,8.617222,9.224722,16.956388,15.969167,15.765555,5.479722,0,0.373056,6.796111,13.536667,7.015833,9.253612,9.771111,1.627222,0,2.0175,5.8975,0.704722,0,0,0,0,0,0,0,0,0,0,0,0,G6
3,0.014813,0,1.076135,1.122965,1.000984,0,0,0,0,0,0,0,0,0,0,4.236667,9.440278,4.222778,0.033333,0,0,0,0,1.071111,7.873055,14.588611,12.174444,12.813056,8.533334,1.56,1.063611,5.268889,8.322222,11.979445,16.268612,16.963888,16.645,10.340834,6.980278,10.910556,8.570833,8.721389,16.939444,16.684723,16.0075,8.018611,0,0.126111,5.431667,12.826111,7.771945,12.818611,10.487778,1.687222,0,2.587222,9.684167,1.878056,0,0,0,0,0,0,0,0,0,0,0,0,G6
3,0.015164,0,1.068157,1.117788,0.977065,0,0,0,0,0,0,0,0,0,0,0.408611,9.033055,4.211945,0.001111,0,0,0,0,0,4.280278,13.897778,11.732223,2.382222,0.311389,0,0.291111,1.410833,2.915555,3.386667,14.915556,15.973333,14.772778,6.090278,7.492222,13.872778,14.72,15.831111,15.928889,16.298334,14.721666,10.666667,0.008611,0.1575,0.823056,7.351389,14.355556,16.153055,15.33,10.16,0,1.065,11.309167,7.584445,3.368889,7.057778,8.587778,1.884444,0,0,0,0,0,0,0,0,G6
3,0.014885,0,1.073751,1.113625,0.976755,0,0,0,0.933889,0,0,0,0,0,0,0.515,13.675834,8.372778,2.235556,0,0,0,0,0,3.130556,11.071667,15.226111,8.367222,3.046667,0.115833,1.456111,3.117222,4.657222,3.545,13.140833,16.000834,16.723612,10.22,8.0025,13.744445,14.713611,15.450556,15.943889,16.441944,17,10.933056,0.004722,0.024167,0,3.38,11.566112,16.268888,13.912778,9.463056,0,0.730556,11.158334,9.561111,6.245833,5.571389,14.256111,5.032222,0,0.0025,1.260556,0,0,0,0.4675,0,G6
3,0.015116,0,1.063124,1.1346,1.00558,0,0,0.003611,0.492778,0,0,0,0,0,0,2.7925,14.336389,13.065,7.856111,0.686111,2.819722,0.889167,0,0,1.753889,8.380278,15.5575,15.689445,16.729723,11.065,0.710556,6.859445,9.910556,12.244166,15.147778,16.649445,15.8175,10.094444,9.411944,11.812778,9.271389,9.038889,11.303056,17,13.413611,9.645833,0.039444,0,0.608889,8.515278,13.058888,8.129444,14.492778,8.180278,0,0,12.509722,8.110556,0.775833,0,0.521111,0,0,0,0.193333,0,0,0,0,0,G6
3,0.014977,0,1.048136,1.138001,0.990544,0,0,0,0,0,0,0,0,0,0,5.191945,14.5275,10.856112,6.404444,1.166667,0.251389,0,0,0.030278,3.995278,10.647223,15.258333,16.826111,16.725555,8.884167,1.475278,5.231945,9.998611,10.3225,15.256667,17,16.96139,10.340555,8.128056,12.576944,9.2475,9.567223,8.629444,17,16.286945,10.318055,0,0,0.409722,6.804722,14.151667,7.564722,11.556666,7.044167,0,0,9.138889,10.2675,3.744167,0,0.008889,0,0,0,0,0,0,0,0,0,G6
3,0.010438,1.64731,0,0,0,1.031961,0,0,0,0,0,0,0,0,0,0,0.017778,4.559722,4.356389,0.115556,0,0,0,3.190556,9.015833,12.0875,17.125555,20.3825,16.264999,3.761945,3.335278,21.081388,22,22,21.988333,22,22,13.058888,12.379167,22,22,22,22,22,22,14.108889,6.296111,13.468611,22,19.016945,22,22,21.142221,4.268055,0,0.316111,4.5225,9.929722,8.187222,6.734167,2.141944,0,0,0,0,0,0,0,0,0,G7
2,0.010795,1.786265,0,0,0,1.682009,0,0,0,0,0,0,0,0,0,2.481389,8.931111,9.014722,14.421111,10.408889,3.443611,0,4.7925,20.233334,21.879444,21.553612,21.018055,21,13.212222,0,13.69,22,19.69861,21.150833,21.002501,21.338055,19.431667,0.160833,3.841389,19.108334,21.925278,21.955555,21.921389,20.874166,8.825833,11.795,1.800278,14.890555,21.792223,22,22,20.326389,21.858055,10.855278,0,0,3.645278,10.059722,15.485556,16.090279,10.043056,0.502778,0,0,0,0,0,0,0,0,G7
2,0.010652,1.759517,0,0,0,1.66137,0,0,0,0,0,0,0,0,0,0,2.410278,11.929167,11.737223,15.317223,2.760833,0,3.1475,16.733055,16.583889,21.755556,21.944445,22,11.76,0,11.505555,22,19.285555,21.897499,21.986666,22,8.681945,1.066389,3.323611,22,22,22,22,17.99,15.688611,12.455556,1.350833,13.306389,20.667223,22,22,21.934444,22,10.095555,0,0,2.1825,8.986389,15.169723,15.839444,9.845278,0.297222,0,0,0,0,0,0,0,0,G7
2,0.010717,1.776237,0,0,0,1.68581,0,0,0,0,0,0.033611,0,0,0,0.043333,5.200555,17.089722,16.0725,19.647778,2.964167,0,4.131111,18.986389,18.983055,21.530834,21.511667,21.99,8.243055,0,12.884444,22,21.42,21.926111,21.879168,21.999166,7.251667,4.665833,4.518889,21.567499,22,21.980278,21.722221,20.364721,20.221945,13.793889,1.052222,17.747499,22,21.999722,21.968889,21.809444,21.915277,12.371667,0,0.399167,12.928611,20.635279,21.84639,20.504168,12.359445,1.38,0,0,0,0.033611,0.281667,0.126944,0,0,G7
2,0.011471,1.837213,0,0,0,1.783575,0,0,0,0,0,0,0,0,0,0,4.756111,13.253056,10.081944,17.779167,1.215278,0,3.545833,16.288889,21.583889,21.467222,21.860001,22,8.786944,0,11.686389,22,19.218334,21.728611,21.838888,22,5.670278,0,4.739167,21.778055,22,22,21.868334,13.325833,14.943334,12.442223,0.676667,15.795555,21.993889,22,22,21.103611,22,11.031667,0,0,4.359722,10.756945,17.361389,18.503611,10.104167,0.462778,0,0,0,0,0,0,0,0,G7
2,0.011236,1.749617,0,0,0,1.773503,0,0,0,0,0,0,0,0,0,1.378889,6.725555,5.218056,8.798056,5.659167,0.098889,0,2.476111,19.623611,21.829721,21.245832,21.109167,21.219999,12.898889,0,10.904445,21.974167,21.427778,21.266666,21,21.516666,16.74,0,6.423889,17.195278,21.817499,19.793333,21.625834,21.968889,9.962778,4.833889,1.061389,14.925555,21.456944,22,18.421944,14.676111,15.4675,12.239445,0,0,1.442778,7.455555,11.161944,10.5325,5.706666,0.058056,0,0,0,0,0,0,0,0,G7
2,0.010897,1.700914,0,0,0,1.717754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.726667,4.264167,2.469722,5.996944,8.013056,1.666667,0.697778,2.636945,15.041389,17.425278,7.418889,6.676944,20.399723,19.083334,20.223888,19.773056,7.024445,3.459722,0,0,6.259167,7.35,5.075555,1.661111,0.024722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G7
3,0.010884,1.739957,0,0,0,1.06837,0,0,0,7.464722,0.536667,0,0,0,0,0,0,7.408056,14.846111,0,0,0,0,0,0,1.495278,11.895555,0,0,0,0,0,0,9.573055,15.866667,0,0,0,0,0,0,2.245278,15.703611,0,0,0,0,0,0,0.943056,11.752778,0,0,0,0,0,0,0,10.474444,0,0,0,0,0,0,1.702778,6.042778,0,0,0,G7
3,0.010807,1.663885,0,0,0,1.023035,0,0,0,0,0,0,0,0,0,0.009167,0.000833,0.1625,5.833055,4.415278,1.291389,0,0.106944,13.348889,17.411388,21.008055,21.373056,21.913889,21.950834,8.587778,9.485278,22,22,22,21.990833,22,22,13.299444,13.543612,22,21.958889,20.319166,21.312222,22,22,13.0125,5.635556,15.896389,21.944445,16.410833,21.879999,21.606667,16.879444,1.520833,0,7.347222,10.633889,8.348333,3.554167,0.725556,0,0.717778,0,0,0,0,0,0,0,0,G7
2,0.011076,1.761403,0,0,0,1.717405,0,0,0,0,0,0,0,0,0,0,0,0.556389,1.618889,0.091667,0,0,0.009444,8.651389,11.695556,16.081944,18.470556,19.73,15.921111,7.186944,5.701667,21.99361,21.625,21.794167,22,22,22,13.799444,11.204722,20.009167,21.67639,20.333055,22,22,22,11.990833,0.176111,5.286944,17.702223,17.765833,20.69389,19.329721,12.984722,0.676389,0,0.026944,0.047222,1.175,0.075556,0,0,0,0,0,0,0,0,0,0,0,G7
3,0.011049,1.601137,1.71892,0,0,1.795114,0,0,0,0.280278,1.590833,0.035278,0,0,0,8.203889,7.639444,17.874166,21.315556,18.859444,17.7425,0,6.143055,21.709999,18.128334,21.508055,21.335556,21.166389,21.924723,4.768333,10.406667,22,21.8225,21.945555,21.598888,21.855278,22,8.110833,3.600556,22,22,22,21.800278,21.57361,21.061388,14.134444,0.509722,14.944445,21.999722,22,21.987499,21.8475,21.812778,14.555555,0,0.029444,9.285833,20.670279,22,22,22,13.826667,0,0,0,0.723889,3.621389,3.906389,2.184722,0.875833,G8
3,0.0108,1.646557,1.805143,0,0,1.781978,0,0,0,0,0,6.313889,0,0,0,0,0,0,0,13.973333,0.631944,0,0,2.766667,4.296945,1.847222,0.856389,11.159445,9.687778,0,0,4.258611,9.488889,13.651389,16.816389,16.952778,12.466666,0,0,0,0,1.299444,15.808056,16.450277,12.466666,0,0,0,0,0.015833,12.021389,16.139999,12.466666,0,0,0,0,5.439167,10.874166,6.986945,4.237778,0,0,0,2.030555,7.065278,0.180278,0,0,0,G8
3,0.011102,1.548308,1.787034,0,0,1.802399,0,0,0,0,0.938056,5.399722,0,0,0,0,0,0,1.931389,13.709723,0.199722,0,0,0,0.009167,0.081111,0.258889,13.166111,7.774722,0,0,4.415833,11.854167,13.97,16.004168,16.963333,9.35,0,0,0,0,0.023611,13.042778,16.341944,9.35,0,0,0,0,0,9.846389,16.503334,9.35,0,0,0,0,2.842778,11.714167,2.643333,0.934722,0,0,0,0,7.746389,0.376111,0,0,0,G8
3,0.011007,1.538782,1.750268,0,0,1.793558,0,0,0,0,0.958611,5.866944,0,0,0,0,0,0,1.284444,13.546111,0.520833,0,0,1.942222,3.546944,1.638056,1.227222,13.066389,7.895555,0,0,4.852778,10.788611,13.995556,17.136667,17.043612,10.766666,0,0,0,0,1.312222,16.92,17,10.766666,0,0,0,0,0,13.236667,16.903334,10.766666,0,0,0,0,4.792222,10.601944,7.9,3.787222,0,0,0,2.18,8.033889,0.113889,0,0,0,G8
3,0.010856,1.652493,1.76506,0,0,1.805398,0,0,0,0,0,2.3675,1.881667,0,0,0,0,0,0,5.733611,3,0,0,1.161111,10.085556,6.701944,0.978611,0.739167,2.329444,0,0,0.006111,4.131945,9.816389,15.3125,17.441668,2.983333,0,0,0,0,0,8.76,17,2.833333,0,0,0,0,0,6.7025,16.513334,2.855278,0,0,0,0,0.9125,11.542222,13.211945,2.234444,0,0,0,0.002222,8.843056,3.722222,0,0,0,G8
3,0.009815,1.391538,1.589412,0,0,1.480091,0,0,0,0,0.208056,0.080556,0,0,0,2.041667,2.721944,3.332222,7.580555,18.116667,17.508888,0.083056,0,7.212778,17.771111,18.282499,20.995556,21,17.463888,0.020278,0,8.392222,20.550833,21,21,20.871389,7.682778,0,5.314722,14.0925,10.700556,6.818611,6.863611,3.516389,5.993611,10.498611,0.810278,6.305555,17.221945,18.465279,19.184444,20.314444,21,13.9975,0,0,8.364445,15.353889,19.024445,20.757778,15.629167,5.188611,0,0,0,0,0.546667,1.539444,0,0,G8
2,0.012549,1.207458,1.045755,0,0,0,0.454722,6.034444,2.421389,0,0,7.56,0.376944,0,0.081389,9.404166,14.163889,1.084167,0,15.542778,3.305833,0,0,0.0025,9.876667,12.572222,3.634167,13.048056,13.331944,0.390833,0,0,0.091111,13.36,17.000278,17.379444,17.940277,4.148611,0,0,0.003611,13.765278,16.624445,17.208055,17.209167,4.06,0.597778,4.777778,5.443056,14.773056,17,17.001112,16.476667,3.966667,1.483333,7.894166,9.544167,9.164722,10.523611,15.369722,17.068611,4.022222,0,0,0,0,0,0.508889,3.079722,2.0025,G8
2,0.012129,1.170686,1.109212,0,0,0,0,0,0,0,0,5.605278,1.8825,0,0.378611,13.048611,5.2,0.000833,0,12.491389,6.623889,0,0.001667,3.943611,14.981667,9.163055,0.142222,7.241667,15.175278,0.468889,0,0,1.357778,13.719167,15.292778,16.777779,18,1.2,0,0,0,8.622222,17,17.001944,17.901112,1.2,0,0,0,7.913055,17.117222,17.399445,17.987499,1.199722,0.007222,3.345556,5.116944,12.951389,17.036945,17.105,17.140278,1.138889,0.235,10.773611,9.834444,6.091944,5.010833,7.641389,10.367222,0.55,G8
2,0.01254,1.073114,1.21583,0,0,0,0,0,0,0,0,3.335833,3.218889,0,0,0,0,0,0,8.451667,7.770278,0,0,5.316111,13.438889,7.138055,0.380278,3.808056,9,0,0,0,2.446111,10.526111,16.523333,15.982778,9,0,0,0,0,0.138056,16.766388,17.071388,8.970278,0,0,0,0,0.936111,14.384167,17.603611,9,0,0,0,1.283056,6.373333,16.891388,17.071667,8.920278,0,0,0,9.6075,6.754167,1.222778,0.26,0.110278,0,G8
3,0.00966,1.418419,1.594212,0,0,1.537386,0,0,0,0,0,2.332222,2.743889,0,0,0.009722,0.037222,0,0,4.154444,4.193611,0,0,1.799167,14.362778,10.333611,2.394444,1.424444,3.909444,0,0,0,0.548333,7.286944,16.199444,17.509722,4.158056,0,0,0,0,0,13.373611,17,4.031944,0,0,0,0,0,10.428889,17.407499,4.167222,0,0,0,0.358056,4.2575,15.105556,15.603056,4.141667,0,0,0,6.535555,8.918333,2.826111,0.003889,0.011667,0,G8
5,0.009456,1.257133,1.349777,1.48651,1.407628,1.267,0,0,0,0,1.338889,5.613056,0,0,0,0,0,0,1.930556,15.460278,1.801667,0,0,4.981389,6.425833,3.859722,1.915833,8.710556,14.375,1.092778,0,3.810833,8.044723,12.756945,17,17,17,2.266667,0.583056,12.478611,15.788333,15.974444,17,17,17.276388,2.369722,0.160556,5.539722,11.543056,15.205556,14.855833,17,17.189722,2.378611,0,2.659444,2.978333,3.786389,12.394444,6.428056,2.288889,0.044444,0,0,0.283889,8.709444,1.168333,0,0,0,G9
5,0.009113,1.310693,1.424907,1.504589,1.459377,1.353259,0,0,0,0,0,6.967222,1.372222,0,0,0,0,0,0,7.950278,6.615556,0,0,3.101944,12.216945,8.451667,3.575278,3.153889,15.485833,1.451111,0,0.718333,3.896389,10.012777,16.366112,17,17.067778,2.925833,0.995278,12.105556,13.093333,15.733889,16.999722,17,17.886389,3,0,7.441945,12.898889,13.185278,14.575,17,17.798889,2.881389,0,0.318889,0.158056,2.869722,12.519444,7.790555,4.54,0.055,0,0,0.718333,7.910833,1.138889,0,0,0,G9
5,0.008982,1.298654,1.411891,1.484156,1.455713,1.35472,0,0,0,0,0,6.526667,0.931944,0,0,0,0,0,0,8.108889,6.735556,0,0,3.849167,11.765278,8.297778,3.007222,2.085278,15.371111,1.8175,0,0.718056,3.730278,9.924444,16.876389,16.615,17.001112,3.725,1.328333,12.402778,13.920834,16.6175,17,17,17.661667,3.9,0,7.714445,11.987778,14.644167,15.260555,17,17.687778,3.9,0,0.434722,0.124722,3.535,13.213333,9.2725,4.440834,0.307222,0,0,0.555833,7.068889,1.235556,0,0,0,G9
