@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R3,4,6,194-199,200-263,328'

@attribute ratio numeric
@attribute Max_X numeric
@attribute fingersAreas numeric
@attribute convexHull1 numeric
@attribute convexHull2 numeric
@attribute convexHull3 numeric
@attribute convexHull4 numeric
@attribute convexHull5 numeric
@attribute convexHull6 numeric
@attribute cellOccupancyNonZ1 numeric
@attribute cellOccupancyNonZ2 numeric
@attribute cellOccupancyNonZ3 numeric
@attribute cellOccupancyNonZ4 numeric
@attribute cellOccupancyNonZ5 numeric
@attribute cellOccupancyNonZ6 numeric
@attribute cellOccupancyNonZ7 numeric
@attribute cellOccupancyNonZ8 numeric
@attribute cellOccupancyNonZ9 numeric
@attribute cellOccupancyNonZ10 numeric
@attribute cellOccupancyNonZ11 numeric
@attribute cellOccupancyNonZ12 numeric
@attribute cellOccupancyNonZ13 numeric
@attribute cellOccupancyNonZ14 numeric
@attribute cellOccupancyNonZ15 numeric
@attribute cellOccupancyNonZ16 numeric
@attribute cellOccupancyNonZ17 numeric
@attribute cellOccupancyNonZ18 numeric
@attribute cellOccupancyNonZ19 numeric
@attribute cellOccupancyNonZ20 numeric
@attribute cellOccupancyNonZ21 numeric
@attribute cellOccupancyNonZ22 numeric
@attribute cellOccupancyNonZ23 numeric
@attribute cellOccupancyNonZ24 numeric
@attribute cellOccupancyNonZ25 numeric
@attribute cellOccupancyNonZ26 numeric
@attribute cellOccupancyNonZ27 numeric
@attribute cellOccupancyNonZ28 numeric
@attribute cellOccupancyNonZ29 numeric
@attribute cellOccupancyNonZ30 numeric
@attribute cellOccupancyNonZ31 numeric
@attribute cellOccupancyNonZ32 numeric
@attribute cellOccupancyNonZ33 numeric
@attribute cellOccupancyNonZ34 numeric
@attribute cellOccupancyNonZ35 numeric
@attribute cellOccupancyNonZ36 numeric
@attribute cellOccupancyNonZ37 numeric
@attribute cellOccupancyNonZ38 numeric
@attribute cellOccupancyNonZ39 numeric
@attribute cellOccupancyNonZ40 numeric
@attribute cellOccupancyNonZ41 numeric
@attribute cellOccupancyNonZ42 numeric
@attribute cellOccupancyNonZ43 numeric
@attribute cellOccupancyNonZ44 numeric
@attribute cellOccupancyNonZ45 numeric
@attribute cellOccupancyNonZ46 numeric
@attribute cellOccupancyNonZ47 numeric
@attribute cellOccupancyNonZ48 numeric
@attribute cellOccupancyNonZ49 numeric
@attribute cellOccupancyNonZ50 numeric
@attribute cellOccupancyNonZ51 numeric
@attribute cellOccupancyNonZ52 numeric
@attribute cellOccupancyNonZ53 numeric
@attribute cellOccupancyNonZ54 numeric
@attribute cellOccupancyNonZ55 numeric
@attribute cellOccupancyNonZ56 numeric
@attribute cellOccupancyNonZ57 numeric
@attribute cellOccupancyNonZ58 numeric
@attribute cellOccupancyNonZ59 numeric
@attribute cellOccupancyNonZ60 numeric
@attribute cellOccupancyNonZ61 numeric
@attribute cellOccupancyNonZ62 numeric
@attribute cellOccupancyNonZ63 numeric
@attribute cellOccupancyNonZ64 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
0.012102,0.73589,22.217758,0.339033,0.142469,0.025681,0.023075,0.028966,0,0,1967,1955,1040,266,0,0,0,0,1500,3098,3600,3409,2936,2879,1088,0,254,1057,1824,3590,3600,3600,2075,1884,3596,3598,3362,3388,3600,3600,2100,299,959,120,32,2182,3600,2849,1129,0,0,0,0,1517,3600,3132,1378,0,0,0,534,3417,1707,130,0,0,0,0,1944,1253,0,0,0,G0
0.011832,0.455441,22.614595,0.053,0.363668,0.185335,0.034413,0.014326,0,0,32,2250,652,0,0,0,0,0,0,1658,3311,1564,0,0,0,72,1268,242,1224,3485,2040,311,0,191,2393,3386,2824,2960,3600,3522,357,0,0,381,1811,2975,3600,3393,600,0,0,0,0,1798,3464,3056,492,0,0,89,1225,2824,3172,3565,600,0,0,681,2208,767,9,698,124,G0
1,-0.395436,1,0.114825,0.040436,0.01545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1730,3316,2855,2317,2262,1696,1360,17,0,376,1311,3600,3600,3038,3580,1873,0,0,47,2747,3600,3593,3600,2400,0,0,0,292,2128,3343,2903,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0.099794,0.055766,0.014086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,2457,2201,2184,1732,3077,2390,264,402,1007,1916,3600,3592,2856,3600,2286,0,0,238,3302,3600,3600,3600,2400,0,0,0,491,1992,3095,3115,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0.111738,0.022784,0.02335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,1861,1965,1927,2155,2678,2152,443,993,1518,2132,3527,3215,2720,3600,2400,0,0,464,3291,3585,3600,3600,2400,0,0,0,513,2202,2870,2447,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
1,-0.266284,1,0.244215,0.033344,0.059526,0.015227,0,0,0,0,0,0,0,0,0,0,142,317,892,193,323,745,870,113,2104,3600,3600,3591,3545,3600,3377,270,0,467,715,1062,3140,3596,3227,263,0,0,0,138,2839,3600,3600,1790,0,0,0,0,1491,3321,3557,2284,0,0,0,0,0,681,726,370,0,0,0,0,0,0,0,0,G2
1,-0.467012,1,0.02565,0.12117,0.016531,0.048178,0.016898,0,0,0,0,0,0,0,0,0,662,746,52,0,0,0,0,0,1199,2676,3279,2766,2096,443,0,0,0,0,519,3549,3600,2949,2705,709,0,0,0,2573,3600,3530,3600,1852,0,0,0,281,2016,3213,3533,2328,0,0,0,0,0,894,615,728,0,0,0,0,0,0,0,0,G2
1,-0.568667,1,0.146066,0.126319,0.020214,0.018382,0.049089,0,1089,1471,165,0,0,0,0,0,599,2460,3130,1517,761,1029,955,0,0,0,862,3342,3600,3600,1981,41,0,0,0,2547,3600,3580,3600,451,0,0,0,554,2790,3011,3600,1599,0,0,0,0,857,3124,2996,2400,0,0,0,0,0,36,1338,2392,0,0,0,0,0,0,0,484,G2
1,-0.449082,1,0.033123,0.118624,0.072491,0.015229,0.032199,0,0,0,0,0,0,0,0,0,1581,2461,1052,173,0,0,0,0,26,1153,2884,3577,2773,2540,1648,0,0,0,281,3478,3600,3588,3537,372,0,0,0,2448,3513,3356,3600,1773,0,0,0,352,1282,3468,3576,2400,0,0,0,0,0,598,540,1388,0,0,0,0,0,0,0,0,G2
0,0,0,0.205705,0.033862,0.044074,0.021073,0,0,0,0,0,0,0,0,0,0,1777,2855,2209,1377,787,438,261,0,333,1689,2846,3573,3592,3571,2466,0,0,0,0,1401,3600,3600,3260,414,0,0,0,291,3594,3600,3596,2396,0,0,0,0,1316,3419,3585,2400,0,0,0,0,36,698,1947,1820,0,0,0,0,0,0,0,0,G2
1,-0.292297,1,0.180649,0.041616,0.014492,0.018361,0,0,0,0,0,0,0,0,0,0,96,1074,775,266,242,819,760,0,1797,3564,3600,3580,3600,3600,3551,455,0,79,280,1065,3600,3566,3600,1615,0,0,0,168,2963,3600,3600,2321,0,0,0,0,1405,3154,3331,2387,0,0,0,0,0,556,349,410,0,0,0,0,0,0,0,0,G2
1,-0.468907,1,0.132025,0.073482,0.03393,0,0,0,0,0,0,0,0,0,0,0,982,1408,749,57,0,0,0,0,944,2349,3433,3409,2891,2581,2805,75,0,0,226,2580,3600,3600,3093,2059,0,0,0,1060,3600,3600,3600,2400,0,0,0,25,2113,3193,3574,2400,0,0,0,0,0,494,1511,746,0,0,0,0,0,0,0,0,G2
0.02319,0.439831,16.691147,0.089612,0.139751,0.008969,0,0,0,0,0,0,0,1888,1615,130,0,0,0,0,1522,3600,3600,1829,0,0,0,941,3560,3600,3600,3486,875,0,0,1087,3600,3600,3600,3600,2381,0,0,887,3600,3600,3600,3600,2400,0,0,632,3590,3364,3600,3600,2400,261,1703,3383,3161,3078,3600,3600,2400,1376,2072,962,12,202,435,299,931,G3
0.016277,0.448974,24.849894,0.040332,0.023133,0.035873,0,0,0,0,176,1320,956,112,0,0,0,1040,1832,3600,3600,3360,724,0,0,2400,3600,3600,3600,3600,2215,44,0,2400,3600,3600,3600,3600,3600,1680,0,1400,3201,3600,3600,3600,3600,3008,920,0,2640,3600,3600,3600,3600,3600,2400,0,2640,3600,3600,3600,3600,3600,2400,0,924,1260,1222,1260,1260,954,75,G3
0,0,0,0.186791,0.087182,0.01692,0,0,0,0,0,0,64,1794,941,0,0,0,0,237,2651,3600,3155,172,0,0,0,1825,3600,3600,3600,1668,0,0,0,2407,3600,3555,3600,2411,0,0,119,1921,3581,3595,3600,3552,733,445,3183,2876,2098,2884,3564,3594,900,0,0,0,0,0,583,3291,900,0,0,0,0,0,0,195,573,G3
0.014628,0.350008,45.526752,0.136146,0.095833,0,0,0,0,0,0,0,6,1412,1144,0,0,0,0,162,2342,3600,3556,376,0,0,0,1691,3600,3600,3600,2079,0,0,0,2540,3600,3600,3600,3184,47,0,0,1994,3600,3107,3600,3600,935,348,1329,2868,3600,3600,3600,3600,1200,556,1787,719,368,1190,2300,3600,1200,0,0,0,0,0,26,514,762,G3
0.01504,0.473491,44.197433,0.123745,0.138949,0.010087,0,0,0,0,0,0,0,861,1756,105,0,0,0,0,1156,3218,3599,2341,0,0,0,0,3409,3600,3600,3514,604,0,0,1085,3580,3600,3600,3600,2381,0,0,1513,3600,3599,3425,3600,2400,0,0,725,3600,3508,3549,3600,2400,618,1897,3363,2974,3079,3591,3300,2146,1313,1735,841,0,0,341,40,962,G3
1,0.117314,1,0.20281,0.087066,0.015766,0,0,0,0,0,0,8,1914,823,0,0,0,0,14,2190,3600,3130,51,0,0,0,753,3600,3600,3600,1413,0,0,0,2195,3600,3309,3600,2154,0,93,1544,2200,3600,3600,3600,3290,180,41,1307,1348,1255,1994,2913,3600,360,0,0,0,0,0,620,3015,360,0,0,0,0,0,0,436,234,G3
1,0.036763,1,0.227334,0.083021,0.015552,0,0,0,0,0,0,423,2243,264,0,0,0,0,64,2979,3600,1778,0,0,0,0,931,3523,3600,3458,154,0,0,547,1290,3599,3587,3592,784,0,0,1084,1952,2352,3569,3600,2271,0,0,0,0,0,709,3163,2460,0,0,0,0,0,0,718,2345,0,0,0,0,0,0,0,722,0,G3
0.02276,0.189415,17.939102,0.176022,0.052006,0.014829,0,0,0,0,0,0,881,1592,0,0,0,0,0,1319,3583,3567,284,0,0,0,0,2233,3600,3600,2073,0,0,0,0,2223,3389,3595,2596,0,0,0,349,2962,3538,3600,3539,444,0,0,0,0,308,2082,3600,600,0,0,0,0,0,30,2371,600,0,0,0,0,0,0,516,396,0,G3
0.022718,0.369277,17.850607,0.187241,0.09123,0.014634,0.014752,0,0,0,0,0,49,1912,295,0,0,0,0,75,2403,3539,1596,0,0,0,0,1971,3585,3600,3550,726,0,0,0,2978,3600,3592,3505,1737,0,0,0,1648,3599,2815,3541,2650,0,0,1289,2934,3365,3558,3586,3081,0,0,1241,436,0,404,1249,2963,0,0,0,0,0,0,0,911,0,G3
0.024239,0.465191,15.450723,0.111313,0.14408,0.014061,0,0,0,0,0,0,0,1601,1050,0,0,0,0,138,1832,3546,3199,825,0,0,0,244,3600,3600,3600,2975,59,0,0,1712,3600,3600,3600,3600,725,0,0,2800,3600,3600,3592,3600,840,0,0,418,3571,3598,3600,3600,840,0,690,2812,2964,2890,3458,3105,840,522,2352,956,17,0,103,160,272,G3
0.012037,-0.228333,57.733547,0.201524,0.353444,0.018466,0,0,0,0,0,0,0,2,1638,0,0,0,0,0,0,152,3556,362,0,0,0,0,0,0,2059,2231,0,0,114,597,795,1655,2936,3300,0,0,2560,3242,3206,3600,3600,3300,0,0,0,0,23,2637,3600,3174,0,0,0,0,0,2414,3535,2876,0,0,0,0,0,528,2188,1290,0,G4
0.018735,0.188088,16.182154,0.218506,0.427409,0.02334,0,0,0,0,0,0,0,0,1072,451,0,0,0,0,0,0,2390,1210,0,0,0,0,0,0,1243,3131,163,0,0,0,0,370,1703,3600,1105,256,1781,2535,3026,3600,3600,3600,1140,505,1745,1077,1080,3046,3600,3600,1140,0,0,0,0,679,3366,3600,1140,0,0,0,0,0,653,2071,483,G4
0.012,-0.181789,58.437904,0.213037,0.372649,0.01461,0,0,0,0,0,0,0,0,1270,719,0,0,0,0,0,0,2444,2002,0,0,0,0,0,0,872,3465,519,0,39,468,634,1202,2334,3600,1790,1372,3518,3600,3600,3600,3600,3600,1800,118,698,475,251,1901,3600,3600,1800,0,0,0,0,857,3437,3600,1800,0,0,0,0,61,2100,2175,1024,G4
0.011555,-0.336539,59.786705,0.200693,0.366873,0.015294,0,0,0,0,0,0,0,0,1033,740,0,0,0,0,0,0,1942,2043,0,0,0,0,0,0,752,3322,277,424,1914,1915,1703,1914,2505,3600,1311,328,1256,2083,2305,3600,3600,3600,1320,0,0,0,9,2569,3600,3563,1320,0,0,0,0,2103,3600,3473,1320,0,0,0,0,270,1436,2124,623,G4
0.011652,-0.375696,58.666309,0.229198,0.362371,0.014413,0.025176,0,0,0,0,0,0,0,1069,625,0,0,0,0,0,0,2273,1895,0,0,0,0,0,0,1164,3171,226,350,2737,2301,1905,2063,2898,3600,780,4,796,1558,1837,3053,3600,3600,780,0,0,0,0,1617,3596,3600,780,0,0,0,0,2258,3600,3347,780,0,0,0,0,511,978,2125,490,G4
0.011781,-0.30021,57.534866,0.2012,0.364941,0.016048,0,0,0,0,0,0,0,0,1286,750,0,0,0,0,0,0,2282,1990,0,0,0,0,0,0,893,3174,179,175,1361,1536,1563,1800,2612,3600,890,281,1970,2369,2678,3600,3600,3600,900,0,0,0,62,2018,3600,3600,900,0,0,0,0,1956,3473,3409,900,0,0,0,0,264,1753,2186,429,G4
0.011935,-0.217853,58.0098,0.074567,0.019819,0.07562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,47,71,650,845,2556,3235,3568,3460,3378,3496,2398,1827,3480,3556,3600,3600,3600,3549,2400,0,0,347,868,375,414,188,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G4
0.011958,-0.25502,57.87122,0.22395,0.399855,0.017425,0.020542,0,0,0,0,0,0,0,1106,612,0,0,0,0,0,0,2354,1516,0,0,0,0,0,0,1255,3077,66,0,407,845,767,1394,2247,3600,480,169,3031,3309,3401,3571,3595,3600,480,0,0,0,0,1760,3600,3355,480,0,0,0,0,1600,3525,2538,335,0,0,0,0,327,2027,1340,304,G4
0.018791,0.12973,15.781429,0.201956,0.379204,0.023102,0,0,0,0,0,0,0,20,1758,0,0,0,0,0,0,138,3417,563,0,0,0,0,0,0,2253,2216,0,0,0,0,134,1196,3020,3060,0,0,1575,2989,3453,3594,3468,3060,0,0,915,774,477,2647,3577,2341,0,0,0,0,0,2254,3589,2603,0,0,0,0,0,733,2334,1316,0,G4
0.017666,0.112282,16.716682,0.204698,0.388329,0.027146,0,0,0,0,0,0,0,0,1641,0,0,0,0,0,0,24,3462,529,0,0,0,0,0,0,2119,2182,0,0,0,0,84,1137,2877,3060,0,0,1887,3025,3426,3600,3600,3060,0,0,672,590,372,2757,3600,2131,0,0,0,0,0,2329,3581,2608,0,0,0,0,0,850,2257,1348,0,G4
0.019785,-0.063756,26.799511,0.13071,0.23217,0.071969,0.049728,0,0,0,0,0,0,0,0,0,0,0,2265,2330,597,0,0,0,0,0,215,1984,3439,2006,1353,552,42,23,532,907,2326,3600,3600,3588,1274,1737,2913,2741,2757,3587,3479,3541,1857,0,0,0,0,2490,3588,3160,2319,0,0,0,0,119,623,517,1813,0,0,0,0,0,0,0,0,G5
0.020119,0.19679,26.523029,0.148393,0.228082,0.031009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237,3162,2701,2228,1911,2144,1487,291,19,620,1460,2876,3600,3583,3576,2392,47,1099,2555,3305,3476,3600,3600,2236,1828,2697,1324,298,628,2394,2675,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G5
0.01997,0.059605,26.755264,0.158482,0.204349,0.038342,0.013063,0.012593,0,0,0,0,0,0,0,0,0,34,415,4,0,0,0,0,0,384,3046,3244,2260,1652,1548,769,80,0,5,820,2632,3600,3600,3582,2022,605,2224,3293,3508,3600,3001,3594,2400,1589,1538,965,317,1312,3192,3189,2128,0,0,0,0,36,475,218,0,0,0,0,0,0,0,0,0,G5
0.020287,0.042598,26.244251,0.163109,0.219131,0.029803,0.027378,0,0,0,0,0,0,0,0,0,0,70,499,67,0,0,0,0,0,314,2430,3186,2201,1650,1229,696,0,0,0,314,2834,3600,3600,3432,1213,1325,2974,3460,2955,3600,3445,3600,2078,627,545,131,11,1191,3369,3236,2095,0,0,0,0,42,321,38,196,0,0,0,0,0,0,0,0,G5
0.020168,-0.126182,26.312979,0.167045,0.179527,0.079891,0.015209,0,0,0,84,11,0,0,0,0,0,0,2262,2748,650,0,0,0,0,0,0,1066,3255,2490,1423,501,0,1534,3064,3118,3461,3598,3567,2628,0,0,0,225,1632,3600,3600,3536,1670,0,0,0,10,1338,2411,3533,2400,0,0,0,0,0,4,1295,1993,0,0,0,0,0,0,0,10,G5
0.019834,-0.051169,26.717085,0.168194,0.206056,0.036222,0,0,0,0,0,0,0,0,0,0,0,82,2076,1023,41,0,0,0,0,0,935,2876,2875,1647,857,209,0,131,633,1019,2716,3600,3586,3356,500,1993,2546,2477,2439,3567,3589,3223,1950,0,0,0,123,2358,3319,3570,2400,0,0,0,0,0,217,603,1219,0,0,0,0,0,0,0,0,G5
0.019846,0.168148,26.890064,0.148396,0.203097,0.023493,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,931,3406,3053,2323,1669,1734,1226,219,0,246,1251,3000,3600,3596,3596,2325,188,1662,2927,3474,3495,3599,3581,1819,1951,2499,1132,383,926,3055,2973,1519,0,0,0,0,0,23,21,0,0,0,0,0,0,0,0,0,G5
0.020116,0.135939,26.496378,0.149002,0.212266,0.036669,0.015774,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,829,3383,3175,2315,1669,1665,1249,596,0,43,1189,2830,3600,3600,3600,2148,232,1837,2965,3509,3471,3328,3597,1774,1897,2329,1087,401,1072,2943,3400,1669,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,G5
0.020067,0.143817,26.524305,0.172696,0.220566,0.041518,0.012491,0.014129,0,0,0,0,0,0,0,0,0,113,562,66,0,0,0,0,0,762,3326,3542,2777,2250,2395,1644,465,0,8,742,2442,3600,3600,3600,1974,477,1632,3154,3516,3438,3600,3600,2059,1944,2426,1056,306,467,2654,3187,1262,0,0,0,0,0,260,104,0,0,0,0,0,0,0,0,0,G5
0.019847,-0.004519,26.826714,0.183187,0.256131,0.032365,0.035451,0,0,0,0,0,0,0,0,0,0,0,978,657,0,0,0,0,0,0,1366,3103,3022,1392,1131,127,0,0,0,54,1955,3600,3600,3415,752,1204,2749,3394,3230,3588,3455,3452,579,472,933,253,0,1471,3011,3551,2400,0,0,0,0,0,438,1066,601,0,0,0,0,0,0,0,0,G5
0.014743,0.352671,18.025486,0.077779,0.165085,0.174437,0.024174,0,0,0,0,0,0,0,0,0,0,0,1259,1745,926,98,0,0,0,0,701,2340,3363,3314,3231,2497,966,47,849,1572,2442,3561,3600,3554,2266,1958,2974,2141,1833,3600,3598,3584,1931,0,0,682,2662,1684,2133,2184,237,0,0,1751,603,0,0,0,0,0,0,0,0,0,0,0,0,G6
0.015098,0.217343,17.637281,0.081461,0.154695,0.179334,0.011559,0.033264,0,0,0,0,0,0,0,0,0,0,0,2147,1055,225,0,0,0,0,0,1145,3178,3055,1179,616,0,981,1740,1620,1734,3248,3600,3597,1987,1256,2175,2356,2662,3489,3600,3600,2400,0,186,1204,2683,3243,3375,3367,1796,0,562,2047,774,76,521,1200,63,0,0,0,0,0,0,0,0,G6
0.014547,0.277276,18.207529,0.067564,0.145747,0.195901,0.02883,0,0,0,0,0,0,0,0,0,0,0,381,2058,945,13,0,0,0,0,78,1556,3220,2795,1858,1086,0,82,788,1121,1399,3483,3600,3584,2098,1803,3410,2803,2682,3600,3600,3313,2269,0,19,1024,2423,3052,3129,3528,1047,0,438,2224,1091,13,387,296,0,0,0,0,0,0,0,0,0,G6
0.014449,0.315888,18.219372,0.07793,0.149552,0.169311,0.035747,0,0,0,0,0,0,0,0,0,0,0,1207,1809,627,0,0,0,0,0,658,2461,3576,2692,2239,1672,328,46,578,1356,2294,3600,3600,3600,2384,2069,3107,2748,2345,3415,3600,3600,2212,62,0,893,2767,1980,3030,3168,520,0,351,2046,713,0,36,22,0,0,0,0,0,0,0,0,0,G6
0.014934,0.373073,17.69631,0.082563,0.141826,0.146074,0.034418,0,0,0,0,0,0,0,0,0,0,0,1331,1804,656,0,0,0,0,0,884,2516,3579,2990,2744,2145,273,273,1204,2011,2575,3600,3600,3596,2067,1682,2801,2099,2320,3600,3466,3591,1468,0,121,1672,3201,1692,2294,2426,432,0,553,1442,246,0,0,0,0,0,0,0,0,0,0,0,0,G6
0.014813,0.34865,17.821014,0.069904,0.155769,0.151146,0.030644,0,0,0,0,0,0,0,0,0,0,0,1154,2256,1094,24,0,0,0,0,335,1917,3361,2897,2865,1970,427,317,1333,2025,2927,3583,3600,3600,2345,1740,2609,2089,2152,3600,3592,3600,1955,0,56,1390,3077,1893,3044,2589,528,0,681,2258,520,0,0,0,0,0,0,0,0,0,0,0,0,G6
0.015164,0.178631,17.335661,0.053839,0.13445,0.199919,0.028759,0,0,0,0,0,0,0,0,0,0,0,173,2387,1177,3,0,0,0,0,0,1195,3330,2843,704,130,0,122,470,783,1006,3458,3600,3353,1468,1992,3426,3441,3588,3596,3600,3493,2400,11,92,365,2109,3408,3600,3564,2338,0,418,2837,1945,914,1792,2184,545,0,0,0,0,0,0,0,0,G6
0.014885,0.194414,17.592731,0.091007,0.167775,0.203952,0.039435,0.014209,0,0,0,299,0,0,0,0,0,0,221,3424,2129,626,0,0,0,0,0,882,2708,3499,2070,826,68,438,896,1223,966,3188,3600,3600,2267,2123,3375,3464,3562,3598,3600,3600,2400,6,21,0,970,2828,3600,3146,2206,0,310,2901,2448,1563,1468,3356,1395,0,6,351,0,0,0,165,0,G6
0.015116,0.374784,17.603882,0.094593,0.184033,0.17356,0.034906,0,0,0,13,134,0,0,0,0,0,0,847,3513,3102,1941,283,749,258,0,0,541,2059,3599,3567,3572,2388,257,1729,2387,2928,3496,3600,3442,2272,2281,2824,2345,2329,2597,3600,3068,2281,33,0,210,2108,3116,1962,3393,2040,0,0,3080,2024,249,0,211,0,0,0,50,0,0,0,0,0,G6
0.014977,0.331614,17.810316,0.100818,0.190355,0.169783,0.0271,0,0,0,0,0,0,0,0,0,0,0,1385,3358,2641,1598,383,134,0,0,27,1077,2548,3515,3600,3600,1986,418,1386,2392,2387,3408,3600,3600,2363,2007,2982,2217,2191,2150,3600,3498,2330,0,0,170,1709,3291,1783,2741,1801,0,0,2228,2471,973,0,11,0,0,0,0,0,0,0,0,0,G6
0.010438,1.210704,39.861755,0.011138,0.049681,0.015679,0,0,0,0,0,0,0,0,0,0,0,0,0,9,933,933,44,0,0,0,626,1619,2292,3059,3435,2795,722,650,3503,3600,3600,3600,3600,3600,2195,2147,3600,3600,3600,3600,3600,3600,2353,1230,2436,3600,3389,3600,3600,3506,840,0,96,882,1770,1480,1239,452,0,0,0,0,0,0,0,0,0,G7
0.010795,1.430695,82.571655,0.014416,0.010012,0.040653,0,0,0,0,0,0,0,0,0,0,0,0,472,1574,1718,2502,1897,654,0,885,3395,3600,3600,3600,3600,2328,0,2322,3600,3385,3600,3600,3600,3308,56,755,3221,3600,3600,3600,3470,1678,2066,373,2563,3584,3600,3600,3413,3596,1917,0,0,692,1746,2597,2689,1753,117,0,0,0,0,0,0,0,0,G7
0.010652,1.418604,82.437241,0.01132,0.014112,0.05318,0,0,0,0,0,0,0,0,0,0,0,0,0,486,2097,2082,2613,542,0,609,2879,2959,3600,3600,3600,2055,0,2054,3600,3362,3600,3600,3600,1542,246,688,3600,3600,3600,3600,3179,2755,2141,351,2292,3439,3600,3600,3600,3600,1781,0,0,429,1574,2559,2685,1742,76,0,0,0,0,0,0,0,0,G7
0.010717,1.433596,82.739212,0.013726,0.010618,0.044797,0,0,0,0,0,0,0,0,9,0,0,0,24,978,2938,2734,3320,581,0,766,3273,3342,3600,3600,3600,1449,0,2246,3600,3584,3600,3600,3600,1389,912,880,3578,3600,3600,3600,3577,3492,2357,246,3006,3600,3600,3600,3600,3600,2140,0,101,2236,3477,3600,3425,2131,304,0,0,0,10,48,22,0,0,G7
0.011471,1.528859,80.042664,0.01081,0.009663,0.014324,0.070972,0,0,0,0,0,0,0,0,0,0,0,0,876,2304,1804,3001,274,0,671,2793,3593,3597,3600,3600,1573,0,2049,3600,3334,3600,3600,3600,1039,0,900,3590,3600,3600,3594,2427,2605,2195,171,2718,3600,3600,3600,3507,3600,1921,0,0,823,1863,2890,3078,1786,110,0,0,0,0,0,0,0,0,G7
0.011236,1.484964,78.914314,0.017577,0.013255,0.072787,0,0,0,0,0,0,0,0,0,0,0,0,283,1209,957,1576,1049,35,0,476,3283,3600,3600,3600,3600,2324,0,1899,3600,3600,3600,3600,3600,2898,0,1156,2973,3599,3457,3600,3600,1764,909,248,2606,3546,3600,3126,2659,2640,2132,0,0,301,1327,1895,1815,1035,24,0,0,0,0,0,0,0,0,G7
0.010897,1.29005,78.811905,0.328406,0.043037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,903,760,1447,2170,770,480,1054,3086,3507,1881,1920,3596,3592,3600,3600,1862,1114,0,0,1239,1260,1108,725,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G7
0.010884,1.387429,40.46273,0.305703,0.225134,0,0,0,0,0,0,0,1634,170,0,0,0,0,0,0,1620,3065,0,0,0,0,0,0,393,2567,0,0,0,0,0,0,2173,3360,0,0,0,0,0,0,593,3351,0,0,0,0,0,0,260,2552,0,0,0,0,0,0,0,2263,0,0,0,0,0,0,427,1313,0,0,0,G7
0.010807,1.302124,39.887405,0.008866,0.016103,0.02733,0.010759,0,0,0,0,0,0,0,0,0,0,0,10,2,101,1107,862,333,0,36,2382,2993,3521,3600,3600,3600,1545,1830,3600,3600,3600,3600,3600,3600,2249,2300,3600,3600,3435,3538,3600,3600,2198,1043,2718,3600,3023,3592,3575,2934,316,0,1289,1791,1502,689,204,0,153,0,0,0,0,0,0,0,0,G7
0.011076,1.287866,79.482819,0.013775,0.013559,0.018271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,336,38,0,0,8,1603,2043,2911,3149,3368,2749,1306,1073,3600,3583,3597,3600,3600,3600,2318,1995,3383,3597,3445,3600,3600,3600,2059,60,1027,3208,3107,3479,3270,2280,178,0,15,24,245,47,0,0,0,0,0,0,0,0,0,0,0,G7
0.011049,1.13941,26.204308,0.008407,0.016711,0.006434,0.007333,0,0,0,0,0,65,323,18,0,0,0,1468,1510,3075,3541,3244,3042,0,1102,3593,3213,3600,3600,3600,3596,880,1839,3600,3600,3600,3600,3600,3600,1530,702,3600,3600,3600,3600,3600,3600,2400,134,2584,3600,3600,3600,3600,3600,2400,0,22,1685,3434,3600,3600,3600,2307,0,0,0,157,623,676,447,198,G8
