@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,6,194-199,328'

@attribute numFingers numeric
@attribute fingersExtended numeric
@attribute fingersAreas numeric
@attribute convexHull1 numeric
@attribute convexHull2 numeric
@attribute convexHull3 numeric
@attribute convexHull4 numeric
@attribute convexHull5 numeric
@attribute convexHull6 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
5,11111,8.977702,0.025753,0.112907,0.043654,0.093882,0.218012,0.012905,G9
5,11111,8.315694,0.116004,0.036786,0.090496,0.239207,0.026859,0,G9
4,11111,15.491269,0.088522,0.1089,0.056462,0.087732,0.190307,0,G9
5,11111,9.337612,0.109153,0.042412,0.087274,0.195777,0.03381,0,G9
5,11111,9.314081,0.025542,0.100645,0.045095,0.086635,0.22238,0,G9
5,11111,9.637558,0.10766,0.032899,0.081272,0.225014,0.016224,0.027765,G9
5,11111,9.212627,0.105935,0.04262,0.092801,0.247152,0.015929,0.020917,G9
4,11111,15.011228,0.098511,0.044344,0.098923,0.242929,0.018286,0.02611,G9
0,0,0,0.020255,0.012293,0.008905,0,0,0,G1
0,0,0,0.175948,0.049027,0,0,0,0,G1
0,0,0,0.040969,0.143585,0,0,0,0,G1
0,0,0,0.149561,0.034912,0,0,0,0,G1
0,0,0,0.009465,0.013831,0.196931,0,0,0,G1
1,0,1,0.015133,0.014027,0.027107,0.051886,0,0,G1
0,0,0,0.015214,0.018578,0.095422,0,0,0,G1
0,0,0,0.01069,0.01148,0.026429,0,0,0,G1
0,0,0,0.012209,0.009117,0.030847,0,0,0,G1
0,0,0,0.043737,0.108233,0,0,0,0,G1
2,1101,36.431053,0.326014,0.095803,0.080433,0.034174,0,0,G0
3,1101,23.114275,0.030286,0.238218,0.192145,0.07444,0,0,G0
3,1101,23.020868,0.281719,0.19706,0.078283,0.033991,0,0,G0
3,1101,24.162859,0.28244,0.145021,0.081671,0.051428,0.030531,0,G0
4,1101,19.540651,0.288003,0.224935,0.080041,0.027966,0,0,G0
3,1101,24.14156,0.267619,0.24238,0.068695,0.017246,0,0,G0
3,1101,24.249035,0.339536,0.118894,0.077328,0.034347,0.030078,0,G0
3,1101,24.816206,0.33035,0.191539,0.158845,0.011175,0.024588,0,G0
3,1101,26.016773,0.234378,0.257092,0.078046,0.035334,0,0,G0
3,1101,21.662022,0.022806,0.198273,0.197231,0.056681,0,0,G0
1,1000,1,0.271343,0.024224,0.022222,0.028975,0,0,G2
2,1000,15.263703,0.137535,0.116426,0.040629,0,0,0,G2
1,1000,1,0.156592,0.144591,0.016149,0.067258,0,0,G2
1,1000,1,0.038864,0.245308,0.050071,0,0,0,G2
2,1000,15.096219,0.247193,0.048525,0.060653,0,0,0,G2
1,1000,1,0.258206,0.020934,0,0,0,0,G2
1,1000,1,0.346993,0.045401,0.073414,0,0,0,G2
1,1000,1,0.568821,0.197023,0.016279,0,0,0,G2
1,1000,1,0.388772,0.044115,0.065095,0,0,0,G2
1,1000,1,0.266897,0.063145,0.037845,0,0,0,G2
1,1,1,0.274276,0.044658,0.01922,0,0,0,G3
0,1,0,0.312119,0.064483,0,0,0,0,G3
1,1,1,0.322302,0.070058,0.013135,0,0,0,G3
1,1,1,0.350146,0.054894,0.016851,0,0,0,G3
1,1,1,0.308336,0.030909,0.070607,0,0,0,G3
1,1,1,0.325473,0.032171,0.057401,0,0,0,G3
2,1,39.014492,0.318742,0.065993,0.011806,0.024335,0,0,G3
2,1,18.054581,0.330317,0.04614,0.072376,0,0,0,G3
1,1,1,0.220275,0.062341,0.07872,0,0,0,G3
1,1,1,0.009362,0.080495,0.042266,0.007174,0,0,G3
2,11000,64.775955,0.150927,0.399576,0.016643,0,0,0,G4
2,11000,72.325745,0.150199,0.369024,0.015115,0,0,0,G4
2,11000,70.673332,0.203945,0.380716,0.018131,0,0,0,G4
2,11000,64.577225,0.161177,0.385727,0.020864,0.012621,0,0,G4
2,11000,66.82843,0.124372,0.332624,0.013772,0,0,0,G4
3,11000,16.852362,0.250458,0.463496,0.017024,0,0,0,G4
2,11000,65.615578,0.109539,0.29354,0.017479,0,0,0,G4
2,11000,64.435852,0.145898,0.340097,0.020291,0.014171,0,0,G4
3,11000,16.912418,0.235833,0.389991,0.027087,0,0,0,G4
2,11000,64.698387,0.235833,0.380202,0.017313,0,0,0,G4
2,1100,36.208942,0.443676,0.146868,0.048322,0.016274,0,0,G5
2,1100,36.89492,0.367159,0.171036,0.040283,0,0,0,G5
2,1100,36.415234,0.402231,0.160184,0.047472,0,0,0,G5
3,1100,16.216082,0.145481,0.397919,0.089194,0.028517,0,0,G5
2,1100,36.463387,0.154938,0.370428,0.116305,0.016814,0,0,G5
2,1100,37.810131,0.391403,0.201908,0.050533,0,0,0,G5
2,1100,36.321648,0.420612,0.159597,0.051321,0,0,0,G5
3,1100,24.371956,0.129563,0.281516,0.093216,0.04933,0,0,G5
3,1100,27.792711,0.355937,0.223931,0.063507,0.036272,0,0,G5
3,1100,14.700775,0.428359,0.189355,0.056101,0.022147,0,0,G5
3,1110,17.659349,0.214898,0.079023,0.136585,0.056193,0,0,G6
3,1110,19.670391,0.323978,0.069227,0.093749,0.038957,0.040347,0,G6
3,1110,19.213182,0.118807,0.117492,0.182543,0.087608,0,0,G6
3,1110,18.47349,0.292679,0.059087,0.0874,0.037039,0,0,G6
3,1110,17.66643,0.25546,0.0575,0.112901,0.034208,0.037606,0,G6
3,1110,17.778664,0.046326,0.083325,0.190252,0.078726,0,0,G6
3,1110,18.257576,0.062229,0.114143,0.180739,0.084265,0.027889,0,G6
3,1110,18.060453,0.281293,0.062609,0.105282,0.05,0,0,G6
3,1110,18.270853,0.264699,0.059278,0.119241,0.037255,0.034607,0,G6
3,1110,18.136511,0.275563,0.516233,0,0,0,0,G6
3,10001,32.165939,0.32394,0.023412,0.039355,0,0,0,G7
2,10001,72.363976,0.293018,0.022691,0.061458,0,0,0,G7
2,10001,72.157265,0.421401,0.019392,0.038813,0,0,0,G7
3,10001,37.974739,0.450678,0.028172,0.019818,0.023495,0,0,G7
3,10001,34.760662,0.019288,0.355339,0.024774,0,0,0,G7
3,10001,31.771627,0.306407,0.025569,0.072528,0,0,0,G7
2,10001,62.205849,0.306549,0.034357,0.026497,0,0,0,G7
2,10001,63.946724,0.324724,0.039819,0.036044,0,0,0,G7
2,10001,61.445362,0.044907,0.268342,0.019099,0,0,0,G7
3,10001,32.17403,0.035831,0.292788,0.028303,0,0,0,G7
3,11001,22.847958,0.261391,0.157467,0.161287,0,0,0,G8
3,11001,23.77964,0.049751,0.252599,0.256932,0.019387,0,0,G8
3,11001,23.986782,0.085303,0.279662,0.257067,0.018076,0,0,G8
3,11001,24.346552,0.167287,0.233265,0.221694,0.017163,0,0,G8
3,11001,25.855455,0.291947,0.127874,0.12287,0.038349,0,0,G8
3,11001,25.085857,0.258214,0.141689,0.145561,0.024689,0.017948,0,G8
3,11001,24.079029,0.051099,0.29312,0.265162,0.02107,0,0,G8
3,11001,24.72452,0.095659,0.288686,0.247388,0.022724,0,0,G8
3,11001,24.11879,0.054317,0.288058,0.249334,0.028706,0,0,G8
2,11001,38.858223,0.289399,0.136106,0.130834,0.039746,0,0,G8
5,11111,7.614478,0.055925,0.076643,0.113668,0.251743,0.019976,0,G9
5,11111,8.807951,0.02358,0.068969,0.045532,0.117745,0.20197,0.018358,G9
5,11111,8.681292,0.094031,0.060879,0.046263,0.11118,0.189303,0.010653,G9
5,11111,6.667328,0.058875,0.060946,0.111624,0.193587,0.084517,0,G9
5,11111,8.828945,0.060987,0.082062,0.121932,0.256468,0.012912,0.017612,G9
5,11111,9.387129,0.022396,0.051086,0.062413,0.103017,0.213252,0.020494,G9
5,11111,10.185197,0.027877,0.033543,0.063742,0.117808,0.026839,0.274444,G9
5,11111,8.834447,0.043521,0.061001,0.099367,0.198125,0.015807,0.182939,G9
5,11111,7.174205,0.058036,0.093288,0.127432,0.237929,0.01227,0,G9
5,11111,8.426088,0.058147,0.103529,0.134029,0.250454,0.015306,0.013282,G9
2,0,35.591549,0.013871,0.020007,0,0,0,0,G1
0,0,0,0.03829,0.025005,0,0,0,0,G1
1,0,1,0.031992,0.028809,0.013714,0,0,0,G1
0,0,0,0.008555,0.015917,0.014952,0,0,0,G1
0,0,0,0.018554,0.015759,0.113859,0,0,0,G1
0,0,0,0.04159,0.015929,0.026003,0,0,0,G1
0,0,0,0.011179,0.021973,0.009615,0.007851,0.022866,0,G1
0,0,0,0.023992,0.046034,0,0,0,0,G1
0,0,0,0.008899,0.055423,0.008561,0,0,0,G1
0,0,0,0.021761,0.005847,0,0,0,0,G1
3,1101,24.088034,0.018998,0.327626,0.075434,0.118597,0.023298,0,G0
3,1101,23.128529,0.017612,0.22697,0.13332,0.038507,0,0,G0
3,1101,23.32196,0.020001,0.276878,0.167703,0.034647,0,0,G0
2,1101,34.513943,0.269158,0.190138,0.100187,0.073027,0,0,G0
3,1101,23.88064,0.274924,0.199647,0.095667,0.078049,0.017804,0,G0
3,1101,24.340282,0.027104,0.31553,0.191407,0.060648,0.017077,0,G0
3,1101,24.066637,0.017448,0.030063,0,0,0,0,G0
2,1101,35.845936,0.05499,0.230019,0.136346,0.04603,0,0,G0
2,1101,35.715801,0.276554,0.227407,0.112827,0.066275,0.019219,0,G0
3,1101,24.617819,0.228711,0.283585,0.103807,0.082037,0.011732,0,G0
2,1000,52.631523,0.207036,0.022559,0,0,0,0,G2
0,1000,0,0.089465,0.023003,0,0,0,0,G2
0,1000,0,0.111218,0.014516,0.034432,0.09214,0,0,G2
1,1000,1,0.106296,0.021301,0.020381,0,0,0,G2
0,1000,0,0.097477,0.071862,0.036368,0,0,0,G2
1,1000,1,0.126583,0.022924,0.028029,0,0,0,G2
1,1000,1,0.308601,0.038416,0,0,0,0,G2
1,1000,1,0.133869,0.055579,0.021959,0.031371,0.097225,0,G2
1,1000,1,0.151067,0.05673,0.017462,0.018386,0.133212,0,G2
1,1000,1,0.355388,0.016434,0.037108,0,0,0,G2
1,1,1,0.263949,0.079654,0.043955,0,0,0,G3
2,1,33.151272,0.204339,0.122234,0.013857,0.027459,0,0,G3
0,1,0,0.095096,0.13103,0,0,0,0,G3
1,1,1,0.215448,0.145781,0,0,0,0,G3
1,1,1,0.081436,0.181691,0,0,0,0,G3
1,1,1,0.191748,0.156529,0,0,0,0,G3
1,1,1,0.073459,0.15179,0,0,0,0,G3
1,1,1,0.105103,0.147234,0,0,0,0,G3
1,1,1,0.081734,0.136216,0,0,0,0,G3
1,1,1,0.236337,0.088984,0.059275,0,0,0,G3
3,11000,10.288001,0.012572,0.209557,0.322374,0.023551,0,0,G4
2,11000,57.404831,0.036414,0.016782,0.045517,0,0,0,G4
3,11000,12.263541,0.211232,0.329975,0.016022,0,0,0,G4
2,11000,55.730202,0.270515,0.361467,0.016537,0,0,0,G4
2,11000,58.169212,0.2089,0.35704,0.02164,0,0,0,G4
2,11000,52.200359,0.033877,0.026018,0.676017,0,0,0,G4
2,11000,52.062038,0.180709,0.391627,0.02361,0,0,0,G4
3,11000,61.852562,0.217057,0.343711,0.031353,0,0,0,G4
2,11000,51.770668,0.243115,0.349407,0.026417,0,0,0,G4
3,11000,63.384914,0.292893,0.340378,0.021709,0,0,0,G4
2,1100,26.076427,0.135569,0.187508,0.042146,0.020411,0,0,G5
2,1100,27.277973,0.125486,0.159507,0.077038,0.043159,0,0,G5
2,1100,27.534216,0.242288,0.096599,0.061631,0.072003,0,0,G5
2,1100,27.582676,0.169664,0.185972,0.049962,0.026716,0,0,G5
2,1100,26.975546,0.153565,0.197807,0.060431,0,0,0,G5
2,1100,26.07238,0.138635,0.15872,0.041904,0.015151,0,0,G5
2,1100,28.225647,0.146634,0.160451,0.092287,0.061909,0,0,G5
3,1100,60.335289,0.117433,0.148685,0.086835,0.046082,0,0,G5
2,1100,27.032518,0.0992,0.168651,0.138644,0.017835,0,0,G5
2,1100,27.724827,0.168224,0.184689,0.112248,0.022221,0,0,G5
4,1110,33.358143,0.034744,0.153967,0.164679,0.099987,0,0,G6
3,1110,16.399914,0.027229,0.057046,0.066844,0.069815,0.038968,0,G6
3,1110,16.156572,0.032632,0.052521,0.061753,0.065191,0.060776,0,G6
3,1110,16.26786,0.037341,0.078917,0.030143,0.060912,0,0,G6
4,1110,25.080109,0.02105,0.067071,0.075163,0.050571,0.03295,0,G6
3,1110,15.414824,0.027932,0.053021,0.029284,0.056296,0.051676,0,G6
3,1110,13.936198,0.028314,0.07395,0.022444,0.101833,0.01552,0.055448,G6
3,1110,15.344725,0.020085,0.05303,0.026795,0.078835,0.03864,0,G6
2,1110,14.859858,0.013341,0.049557,0.108613,0.021379,0.105961,0,G6
3,1110,24.223589,0.029056,0.153261,0.233538,0.073976,0,0,G6
3,10001,30.709044,0.008248,0.009038,0.320431,0.01657,0,0,G7
2,10001,61.148945,0.013146,0.360597,0.014556,0,0,0,G7
3,10001,29.931185,0.010738,0.241783,0.013799,0,0,0,G7
2,10001,57.964828,0.009802,0.368513,0,0,0,0,G7
2,10001,58.989616,0.016374,0.344078,0,0,0,0,G7
3,10001,31.577063,0.019475,0.34221,0.02047,0.014728,0,0,G7
2,10001,57.580097,0.358829,0.013164,0,0,0,0,G7
2,10001,57.93148,0.354279,0.013566,0.010324,0,0,0,G7
3,10001,114.413979,0.008422,0.332069,0.008432,0.009364,0,0,G7
3,10001,106.343872,0.307059,0.010955,0,0,0,0,G7
3,11001,20.997494,0.302853,0.125428,0.010918,0,0,0,G8
3,11001,22.975052,0.287885,0.144593,0,0,0,0,G8
3,11001,21.786654,0.234606,0.126682,0.0845,0,0,0,G8
3,11001,21.023575,0.26678,0.1134,0.014838,0.010022,0,0,G8
3,11001,20.612978,0.275099,0.109297,0,0,0,0,G8
3,11001,20.881372,0.03151,0.256376,0.10675,0,0,0,G8
3,11001,21.139162,0.208502,0.213153,0.10074,0,0,0,G8
3,11001,21.055159,0.260225,0.159406,0.078976,0.020388,0,0,G8
3,11001,20.682329,0.228789,0.097509,0.049622,0,0,0,G8
3,11001,20.561441,0.301648,0.097436,0,0,0,0,G8
5,11111,8.656054,0.123045,0.093723,0.117552,0.163174,0.016319,0.023724,G9
5,11111,8.596058,0.119216,0.092395,0.088555,0.178568,0.010537,0.029283,G9
5,11111,8.835953,0.108136,0.078278,0.108455,0.169242,0.012748,0.0302,G9
5,11111,8.444284,0.115267,0.088982,0.108161,0.163547,0.013266,0.027867,G9
5,11111,8.210151,0.12586,0.104266,0.106881,0.150817,0.010193,0.027886,G9
5,11111,9.262285,0.121303,0.084934,0.109028,0.16114,0.042662,0,G9
5,11111,9.08777,0.029027,0.104588,0.086111,0.089086,0.131704,0,G9
5,11111,9.200364,0.035232,0.117004,0.084319,0.109007,0.15532,0.010279,G9
5,11111,8.893003,0.128685,0.102307,0.127109,0.168285,0.029571,0,G9
5,11111,8.345312,0.131248,0.102341,0.11883,0.169505,0.012767,0.026017,G9
