@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R3,4,7-11,200-263,264-327,328'

@attribute ratio numeric
@attribute Max_X numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute cellOccupancyNonZ1 numeric
@attribute cellOccupancyNonZ2 numeric
@attribute cellOccupancyNonZ3 numeric
@attribute cellOccupancyNonZ4 numeric
@attribute cellOccupancyNonZ5 numeric
@attribute cellOccupancyNonZ6 numeric
@attribute cellOccupancyNonZ7 numeric
@attribute cellOccupancyNonZ8 numeric
@attribute cellOccupancyNonZ9 numeric
@attribute cellOccupancyNonZ10 numeric
@attribute cellOccupancyNonZ11 numeric
@attribute cellOccupancyNonZ12 numeric
@attribute cellOccupancyNonZ13 numeric
@attribute cellOccupancyNonZ14 numeric
@attribute cellOccupancyNonZ15 numeric
@attribute cellOccupancyNonZ16 numeric
@attribute cellOccupancyNonZ17 numeric
@attribute cellOccupancyNonZ18 numeric
@attribute cellOccupancyNonZ19 numeric
@attribute cellOccupancyNonZ20 numeric
@attribute cellOccupancyNonZ21 numeric
@attribute cellOccupancyNonZ22 numeric
@attribute cellOccupancyNonZ23 numeric
@attribute cellOccupancyNonZ24 numeric
@attribute cellOccupancyNonZ25 numeric
@attribute cellOccupancyNonZ26 numeric
@attribute cellOccupancyNonZ27 numeric
@attribute cellOccupancyNonZ28 numeric
@attribute cellOccupancyNonZ29 numeric
@attribute cellOccupancyNonZ30 numeric
@attribute cellOccupancyNonZ31 numeric
@attribute cellOccupancyNonZ32 numeric
@attribute cellOccupancyNonZ33 numeric
@attribute cellOccupancyNonZ34 numeric
@attribute cellOccupancyNonZ35 numeric
@attribute cellOccupancyNonZ36 numeric
@attribute cellOccupancyNonZ37 numeric
@attribute cellOccupancyNonZ38 numeric
@attribute cellOccupancyNonZ39 numeric
@attribute cellOccupancyNonZ40 numeric
@attribute cellOccupancyNonZ41 numeric
@attribute cellOccupancyNonZ42 numeric
@attribute cellOccupancyNonZ43 numeric
@attribute cellOccupancyNonZ44 numeric
@attribute cellOccupancyNonZ45 numeric
@attribute cellOccupancyNonZ46 numeric
@attribute cellOccupancyNonZ47 numeric
@attribute cellOccupancyNonZ48 numeric
@attribute cellOccupancyNonZ49 numeric
@attribute cellOccupancyNonZ50 numeric
@attribute cellOccupancyNonZ51 numeric
@attribute cellOccupancyNonZ52 numeric
@attribute cellOccupancyNonZ53 numeric
@attribute cellOccupancyNonZ54 numeric
@attribute cellOccupancyNonZ55 numeric
@attribute cellOccupancyNonZ56 numeric
@attribute cellOccupancyNonZ57 numeric
@attribute cellOccupancyNonZ58 numeric
@attribute cellOccupancyNonZ59 numeric
@attribute cellOccupancyNonZ60 numeric
@attribute cellOccupancyNonZ61 numeric
@attribute cellOccupancyNonZ62 numeric
@attribute cellOccupancyNonZ63 numeric
@attribute cellOccupancyNonZ64 numeric
@attribute cellOccupancyAvg1 numeric
@attribute cellOccupancyAvg2 numeric
@attribute cellOccupancyAvg3 numeric
@attribute cellOccupancyAvg4 numeric
@attribute cellOccupancyAvg5 numeric
@attribute cellOccupancyAvg6 numeric
@attribute cellOccupancyAvg7 numeric
@attribute cellOccupancyAvg8 numeric
@attribute cellOccupancyAvg9 numeric
@attribute cellOccupancyAvg10 numeric
@attribute cellOccupancyAvg11 numeric
@attribute cellOccupancyAvg12 numeric
@attribute cellOccupancyAvg13 numeric
@attribute cellOccupancyAvg14 numeric
@attribute cellOccupancyAvg15 numeric
@attribute cellOccupancyAvg16 numeric
@attribute cellOccupancyAvg17 numeric
@attribute cellOccupancyAvg18 numeric
@attribute cellOccupancyAvg19 numeric
@attribute cellOccupancyAvg20 numeric
@attribute cellOccupancyAvg21 numeric
@attribute cellOccupancyAvg22 numeric
@attribute cellOccupancyAvg23 numeric
@attribute cellOccupancyAvg24 numeric
@attribute cellOccupancyAvg25 numeric
@attribute cellOccupancyAvg26 numeric
@attribute cellOccupancyAvg27 numeric
@attribute cellOccupancyAvg28 numeric
@attribute cellOccupancyAvg29 numeric
@attribute cellOccupancyAvg30 numeric
@attribute cellOccupancyAvg31 numeric
@attribute cellOccupancyAvg32 numeric
@attribute cellOccupancyAvg33 numeric
@attribute cellOccupancyAvg34 numeric
@attribute cellOccupancyAvg35 numeric
@attribute cellOccupancyAvg36 numeric
@attribute cellOccupancyAvg37 numeric
@attribute cellOccupancyAvg38 numeric
@attribute cellOccupancyAvg39 numeric
@attribute cellOccupancyAvg40 numeric
@attribute cellOccupancyAvg41 numeric
@attribute cellOccupancyAvg42 numeric
@attribute cellOccupancyAvg43 numeric
@attribute cellOccupancyAvg44 numeric
@attribute cellOccupancyAvg45 numeric
@attribute cellOccupancyAvg46 numeric
@attribute cellOccupancyAvg47 numeric
@attribute cellOccupancyAvg48 numeric
@attribute cellOccupancyAvg49 numeric
@attribute cellOccupancyAvg50 numeric
@attribute cellOccupancyAvg51 numeric
@attribute cellOccupancyAvg52 numeric
@attribute cellOccupancyAvg53 numeric
@attribute cellOccupancyAvg54 numeric
@attribute cellOccupancyAvg55 numeric
@attribute cellOccupancyAvg56 numeric
@attribute cellOccupancyAvg57 numeric
@attribute cellOccupancyAvg58 numeric
@attribute cellOccupancyAvg59 numeric
@attribute cellOccupancyAvg60 numeric
@attribute cellOccupancyAvg61 numeric
@attribute cellOccupancyAvg62 numeric
@attribute cellOccupancyAvg63 numeric
@attribute cellOccupancyAvg64 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
0.017666,0.112282,1.472103,1.774148,0,0,0,0,0,0,0,0,1641,0,0,0,0,0,0,24,3462,529,0,0,0,0,0,0,2119,2182,0,0,0,0,84,1137,2877,3060,0,0,1887,3025,3426,3600,3600,3060,0,0,672,590,372,2757,3600,2131,0,0,0,0,0,2329,3581,2608,0,0,0,0,0,850,2257,1348,0,0,0,0,0,0,6.390278,0,0,0,0,0,0,0.029444,14.852222,1.904722,0,0,0,0,0,0,8.8075,9.0825,0,0,0,0,0.237222,4.464445,12.288333,13.6,0,0,7.294167,12.008611,14.290277,15.975,15.981944,13.6,0,0,2.265833,1.914444,1.062778,10.943055,15.033055,7.9025,0,0,0,0,0,8.956111,14.964723,10.890555,0,0,0,0,0,3.266944,9.184167,5.435555,0,G4
0.019785,-0.063756,0,0.99913,1.070645,0,0,0,0,0,0,0,0,0,0,0,2265,2330,597,0,0,0,0,0,215,1984,3439,2006,1353,552,42,23,532,907,2326,3600,3600,3588,1274,1737,2913,2741,2757,3587,3479,3541,1857,0,0,0,0,2490,3588,3160,2319,0,0,0,0,119,623,517,1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.590278,10.1575,2.300278,0,0,0,0,0,0.714167,8.632222,15.707222,8.829445,5.796667,1.908056,0.096111,0.020556,1.856944,3.6,10.149167,17,16.975555,16.670834,4.848333,6.933611,12.246667,12.198055,12.403334,16.815277,15.51,15.595278,7.720556,0,0,0,0,10.595,16.815277,13.760834,10.853056,0,0,0,0,0.396389,2.203611,1.796667,8.582222,0,0,0,0,0,0,0,0,G5
0.020119,0.19679,0,0.983489,1.088653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237,3162,2701,2228,1911,2144,1487,291,19,620,1460,2876,3600,3583,3576,2392,47,1099,2555,3305,3476,3600,3600,2236,1828,2697,1324,298,628,2394,2675,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.731945,13.928056,12.101111,9.841945,8.33,9.3,6.181944,0.891667,0.0225,2.355833,5.932778,13.107778,17,16.425278,16.186666,11.073611,0.087778,4.4825,11.427778,14.939445,16.079166,16.602501,16.213333,9.611667,7.508056,11.870277,5.558889,1.018333,2.486111,9.934722,11.699166,3.031389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G5
0.01997,0.059605,0,0.971452,1.100883,0,0,0,0,0,0,0,0,0,0,34,415,4,0,0,0,0,0,384,3046,3244,2260,1652,1548,769,80,0,5,820,2632,3600,3600,3582,2022,605,2224,3293,3508,3600,3001,3594,2400,1589,1538,965,317,1312,3192,3189,2128,0,0,0,0,36,475,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725,1.288889,0.0025,0,0,0,0,0,1.320556,12.734167,14.129167,9.950277,7.108056,6.6,3.014167,0.2475,0,0.0025,3.2175,11.573611,17,16.956667,16.221111,8.515833,2.273333,9.0925,14.639167,16.126389,16.969444,12.468889,16.003611,11.355833,6.515,6.25,3.899444,1.038333,5.311666,13.710278,14.395555,9.660833,0,0,0,0,0.1125,1.930556,0.738056,0,0,0,0,0,0,0,0,0,G5
0.020287,0.042598,0,0.980688,1.088118,0,0,0,0,0,0,0,0,0,0,70,499,67,0,0,0,0,0,314,2430,3186,2201,1650,1229,696,0,0,0,314,2834,3600,3600,3432,1213,1325,2974,3460,2955,3600,3445,3600,2078,627,545,131,11,1191,3369,3236,2095,0,0,0,0,42,321,38,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200833,1.754444,0.153056,0,0,0,0,0,1.073611,10.161944,13.592778,9.737778,7.17,5.083055,2.774444,0,0,0,0.878889,12.629723,17,16.68111,15.139722,5.026667,5.43,12.561944,14.964723,13.238611,16.874445,14.686111,16.642221,8.709444,2.407778,1.933889,0.308611,0.009167,4.438889,14.738889,14.549167,9.598611,0,0,0,0,0.099722,1.027222,0.058889,0.853889,0,0,0,0,0,0,0,0,G5
0.020168,-0.126182,0,0.993019,1.075056,0,0,0,84,11,0,0,0,0,0,0,2262,2748,650,0,0,0,0,0,0,1066,3255,2490,1423,501,0,1534,3064,3118,3461,3598,3567,2628,0,0,0,225,1632,3600,3600,3536,1670,0,0,0,10,1338,2411,3533,2400,0,0,0,0,0,4,1295,1993,0,0,0,0,0,0,0,10,0,0.2175,0.012222,0,0,0,0,0,0,9.666389,12.291945,2.592222,0,0,0,0,0,0,4.416389,14.790277,11.119722,5.816111,1.917778,0,6.003056,12.749166,14.193055,16.056389,16.693056,15.585556,10.934722,0,0,0,0.558333,6.839445,16.995556,16.985001,16.478611,8.0975,0,0,0,0.0075,5.549722,10.646944,17.191111,12,0,0,0,0,0,0.002222,5.985278,9.915833,0,0,0,0,0,0,0,0.034444,G5
0.019834,-0.051169,0,1.000494,1.069216,0,0,0,0,0,0,0,0,0,0,82,2076,1023,41,0,0,0,0,0,935,2876,2875,1647,857,209,0,131,633,1019,2716,3600,3586,3356,500,1993,2546,2477,2439,3567,3589,3223,1950,0,0,0,123,2358,3319,3570,2400,0,0,0,0,0,217,603,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195833,9.025833,4.183055,0.106944,0,0,0,0,0,3.847222,12.960834,12.9575,7.165833,3.463333,0.691389,0,0.388333,2.435833,4.21,12.050278,17,16.203888,15.165277,2.003889,8.134444,10.9975,11.227777,10.875278,16.591667,16.008333,13.891945,8.839723,0,0,0,0.359722,9.470278,15.045555,17.163055,11.671389,0,0,0,0,0,0.766111,2.436944,5.989167,0,0,0,0,0,0,0,0,G5
0.019846,0.168148,0,0.986254,1.086669,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,931,3406,3053,2323,1669,1734,1226,219,0,246,1251,3000,3600,3596,3596,2325,188,1662,2927,3474,3495,3599,3581,1819,1951,2499,1132,383,926,3055,2973,1519,0,0,0,0,0,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.033889,0,0,0,0,0,0,3.432222,14.460834,12.981944,10.295555,7.310555,7.606945,5.15,0.651944,0,0.635556,5.024445,13.408334,17,16.828333,16.505833,10.463333,0.529444,6.675278,12.941667,15.910833,16.155277,16.325277,15.685,8.02,8.025278,10.432777,4.555278,1.451111,3.787778,13.053333,12.441389,6.869722,0,0,0,0,0,0.099167,0.073889,0,0,0,0,0,0,0,0,0,G5
0.020116,0.135939,0,0.989605,1.082753,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,829,3383,3175,2315,1669,1665,1249,596,0,43,1189,2830,3600,3600,3600,2148,232,1837,2965,3509,3471,3328,3597,1774,1897,2329,1087,401,1072,2943,3400,1669,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197222,0,0,0,0,0,0,3.009167,14.2625,13.546389,10.192778,7.309444,7.214167,5.200833,2.360278,0,0.056389,4.649722,12.770833,17,16.828611,16.332222,9.249722,0.731944,7.330833,13.133889,16.1775,16.122223,14.423889,15.804167,6.950833,7.718889,9.645278,4.277778,1.324444,4.37,12.58,14.863611,7.709722,0,0,0,0,0,0,0.244444,0,0,0,0,0,0,0,0,0,G5
0.020067,0.143817,0,0.996207,1.076975,0,0,0,0,0,0,0,0,0,0,113,562,66,0,0,0,0,0,762,3326,3542,2777,2250,2395,1644,465,0,8,742,2442,3600,3600,3600,1974,477,1632,3154,3516,3438,3600,3600,2059,1944,2426,1056,306,467,2654,3187,1262,0,0,0,0,0,260,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334167,2.054722,0.120278,0,0,0,0,0,2.67,14.188056,15.292778,12.106944,9.9975,10.4975,7.0725,1.824444,0,0.006111,2.735,10.325833,17,16.998056,16.571388,8.348333,1.683056,6.545278,13.991389,16.129723,15.846666,16.696112,15.993055,8.796389,8.153055,10.069722,4.180278,1.04,1.779167,10.86,13.792778,5.504445,0,0,0,0,0,1.011111,0.263056,0,0,0,0,0,0,0,0,0,G5
0.019847,-0.004519,0,0.99196,1.079854,0,0,0,0,0,0,0,0,0,0,0,978,657,0,0,0,0,0,0,1366,3103,3022,1392,1131,127,0,0,0,54,1955,3600,3600,3415,752,1204,2749,3394,3230,3588,3455,3452,579,472,933,253,0,1471,3011,3551,2400,0,0,0,0,0,438,1066,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.851111,2.395555,0,0,0,0,0,0,5.418334,13.210834,13.13,5.956666,4.677778,0.408889,0,0,0,0.124444,8.318055,17,16.999166,14.549444,2.836667,4.708055,11.685833,14.464444,14.400833,16.802221,14.971945,14.7175,1.936667,1.708889,3.542222,0.712222,0,6.114444,13.002778,16.168888,11.776667,0,0,0,0,0,1.616667,4.543056,2.701667,0,0,0,0,0,0,0,0,G5
0.014743,0.352671,0,1.060452,1.13061,0.990098,0,0,0,0,0,0,0,0,0,0,1259,1745,926,98,0,0,0,0,701,2340,3363,3314,3231,2497,966,47,849,1572,2442,3561,3600,3554,2266,1958,2974,2141,1833,3600,3598,3584,1931,0,0,682,2662,1684,2133,2184,237,0,0,1751,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.851666,7.263611,3.536389,0.217778,0,0,0,0,2.616389,9.634167,14.538611,14.364445,14.622778,11.045278,4.060555,0.115556,3.120833,6.369444,10.03,16.010279,16.985556,15.931111,9.864722,7.894444,12.600555,8.873611,7.340833,16.816389,16.935556,15.572778,7.549167,0,0,2.354167,10.7125,6.828333,9.0975,8.708055,0.698889,0,0,7.186944,2.250278,0,0,0,0,0,0,0,0,0,0,0,0,G6
0.015098,0.217343,0,1.050094,1.128961,0.992805,0,0,0,0,0,0,0,0,0,0,0,2147,1055,225,0,0,0,0,0,1145,3178,3055,1179,616,0,981,1740,1620,1734,3248,3600,3597,1987,1256,2175,2356,2662,3489,3600,3600,2400,0,186,1204,2683,3243,3375,3367,1796,0,562,2047,774,76,521,1200,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2825,3.812778,0.557778,0,0,0,0,0,4.1325,12.748611,12.786667,4.638055,2.223333,0,3.6675,6.99,6.616111,6.6975,13.597777,16,15.940278,8.446389,4.753056,8.89,9.895,11.159722,15.176945,16,16.010834,10.666667,0,0.561667,4.386111,11.171945,13.773889,14.686111,13.815278,7.319167,0,1.923611,8.143888,2.718055,0.146111,1.898333,4.591944,0.138611,0,0,0,0,0,0,0,0,G6
0.014547,0.277276,0,1.057667,1.12132,1.001102,0,0,0,0,0,0,0,0,0,0,381,2058,945,13,0,0,0,0,78,1556,3220,2795,1858,1086,0,82,788,1121,1399,3483,3600,3584,2098,1803,3410,2803,2682,3600,3600,3313,2269,0,19,1024,2423,3052,3129,3528,1047,0,438,2224,1091,13,387,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.204444,8.174723,3.369167,0.015278,0,0,0,0,0.18,5.890278,13.626667,11.786389,7.603611,4.428056,0,0.175,2.961944,4.383611,5.148056,14.508333,16.284445,16.401112,8.851111,7.146111,14.561944,11.788055,11.220555,15.970278,16.971666,13.981667,9.639167,0,0.011389,3.846111,10.030556,12.952778,13.723611,15.155278,4.015833,0,1.517222,9.366111,4.080833,0.015278,1.312222,0.891944,0,0,0,0,0,0,0,0,0,G6
0.014449,0.315888,0,1.065073,1.114666,0.997854,0,0,0,0,0,0,0,0,0,0,1207,1809,627,0,0,0,0,0,658,2461,3576,2692,2239,1672,328,46,578,1356,2294,3600,3600,3600,2384,2069,3107,2748,2345,3415,3600,3600,2212,62,0,893,2767,1980,3030,3168,520,0,351,2046,713,0,36,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.798889,7.52,2.246944,0,0,0,0,0,2.494167,10.265555,15.631389,11.258611,9.633056,7.172222,1.079722,0.084167,1.956667,5.3775,8.978889,16.070833,16.754999,16.623888,10.546667,8.384722,13.183611,11.506389,9.718333,15.753056,16.999722,16.084167,9.150556,0.085,0,3.347222,11.461111,8.225,13.150556,13.236111,1.796944,0,1.185278,8.623889,2.6475,0,0.033333,0.015556,0,0,0,0,0,0,0,0,0,G6
0.014934,0.373073,0,1.063739,1.126168,1.007605,0,0,0,0,0,0,0,0,0,0,1331,1804,656,0,0,0,0,0,884,2516,3579,2990,2744,2145,273,273,1204,2011,2575,3600,3600,3596,2067,1682,2801,2099,2320,3600,3466,3591,1468,0,121,1672,3201,1692,2294,2426,432,0,553,1442,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.188611,7.423056,2.388333,0,0,0,0,0,3.156945,10.460556,15.585834,12.655278,12.139167,9.531667,0.654722,0.891111,4.513055,8.259722,10.398056,16.382778,16.925556,16.396944,8.604167,6.669722,11.865833,8.617222,9.224722,16.956388,15.969167,15.765555,5.479722,0,0.373056,6.796111,13.536667,7.015833,9.253612,9.771111,1.627222,0,2.0175,5.8975,0.704722,0,0,0,0,0,0,0,0,0,0,0,0,G6
0.014813,0.34865,0,1.076135,1.122965,1.000984,0,0,0,0,0,0,0,0,0,0,1154,2256,1094,24,0,0,0,0,335,1917,3361,2897,2865,1970,427,317,1333,2025,2927,3583,3600,3600,2345,1740,2609,2089,2152,3600,3592,3600,1955,0,56,1390,3077,1893,3044,2589,528,0,681,2258,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.236667,9.440278,4.222778,0.033333,0,0,0,0,1.071111,7.873055,14.588611,12.174444,12.813056,8.533334,1.56,1.063611,5.268889,8.322222,11.979445,16.268612,16.963888,16.645,10.340834,6.980278,10.910556,8.570833,8.721389,16.939444,16.684723,16.0075,8.018611,0,0.126111,5.431667,12.826111,7.771945,12.818611,10.487778,1.687222,0,2.587222,9.684167,1.878056,0,0,0,0,0,0,0,0,0,0,0,0,G6
0.015164,0.178631,0,1.068157,1.117788,0.977065,0,0,0,0,0,0,0,0,0,0,173,2387,1177,3,0,0,0,0,0,1195,3330,2843,704,130,0,122,470,783,1006,3458,3600,3353,1468,1992,3426,3441,3588,3596,3600,3493,2400,11,92,365,2109,3408,3600,3564,2338,0,418,2837,1945,914,1792,2184,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408611,9.033055,4.211945,0.001111,0,0,0,0,0,4.280278,13.897778,11.732223,2.382222,0.311389,0,0.291111,1.410833,2.915555,3.386667,14.915556,15.973333,14.772778,6.090278,7.492222,13.872778,14.72,15.831111,15.928889,16.298334,14.721666,10.666667,0.008611,0.1575,0.823056,7.351389,14.355556,16.153055,15.33,10.16,0,1.065,11.309167,7.584445,3.368889,7.057778,8.587778,1.884444,0,0,0,0,0,0,0,0,G6
0.014885,0.194414,0,1.073751,1.113625,0.976755,0,0,0,299,0,0,0,0,0,0,221,3424,2129,626,0,0,0,0,0,882,2708,3499,2070,826,68,438,896,1223,966,3188,3600,3600,2267,2123,3375,3464,3562,3598,3600,3600,2400,6,21,0,970,2828,3600,3146,2206,0,310,2901,2448,1563,1468,3356,1395,0,6,351,0,0,0,165,0,0,0,0.933889,0,0,0,0,0,0,0.515,13.675834,8.372778,2.235556,0,0,0,0,0,3.130556,11.071667,15.226111,8.367222,3.046667,0.115833,1.456111,3.117222,4.657222,3.545,13.140833,16.000834,16.723612,10.22,8.0025,13.744445,14.713611,15.450556,15.943889,16.441944,17,10.933056,0.004722,0.024167,0,3.38,11.566112,16.268888,13.912778,9.463056,0,0.730556,11.158334,9.561111,6.245833,5.571389,14.256111,5.032222,0,0.0025,1.260556,0,0,0,0.4675,0,G6
0.015116,0.374784,0,1.063124,1.1346,1.00558,0,0,13,134,0,0,0,0,0,0,847,3513,3102,1941,283,749,258,0,0,541,2059,3599,3567,3572,2388,257,1729,2387,2928,3496,3600,3442,2272,2281,2824,2345,2329,2597,3600,3068,2281,33,0,210,2108,3116,1962,3393,2040,0,0,3080,2024,249,0,211,0,0,0,50,0,0,0,0,0,0,0.003611,0.492778,0,0,0,0,0,0,2.7925,14.336389,13.065,7.856111,0.686111,2.819722,0.889167,0,0,1.753889,8.380278,15.5575,15.689445,16.729723,11.065,0.710556,6.859445,9.910556,12.244166,15.147778,16.649445,15.8175,10.094444,9.411944,11.812778,9.271389,9.038889,11.303056,17,13.413611,9.645833,0.039444,0,0.608889,8.515278,13.058888,8.129444,14.492778,8.180278,0,0,12.509722,8.110556,0.775833,0,0.521111,0,0,0,0.193333,0,0,0,0,0,G6
0.014977,0.331614,0,1.048136,1.138001,0.990544,0,0,0,0,0,0,0,0,0,0,1385,3358,2641,1598,383,134,0,0,27,1077,2548,3515,3600,3600,1986,418,1386,2392,2387,3408,3600,3600,2363,2007,2982,2217,2191,2150,3600,3498,2330,0,0,170,1709,3291,1783,2741,1801,0,0,2228,2471,973,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.191945,14.5275,10.856112,6.404444,1.166667,0.251389,0,0,0.030278,3.995278,10.647223,15.258333,16.826111,16.725555,8.884167,1.475278,5.231945,9.998611,10.3225,15.256667,17,16.96139,10.340555,8.128056,12.576944,9.2475,9.567223,8.629444,17,16.286945,10.318055,0,0,0.409722,6.804722,14.151667,7.564722,11.556666,7.044167,0,0,9.138889,10.2675,3.744167,0,0.008889,0,0,0,0,0,0,0,0,0,G6
0.010438,1.210704,1.64731,0,0,0,1.031961,0,0,0,0,0,0,0,0,0,0,9,933,933,44,0,0,0,626,1619,2292,3059,3435,2795,722,650,3503,3600,3600,3600,3600,3600,2195,2147,3600,3600,3600,3600,3600,3600,2353,1230,2436,3600,3389,3600,3600,3506,840,0,96,882,1770,1480,1239,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017778,4.559722,4.356389,0.115556,0,0,0,3.190556,9.015833,12.0875,17.125555,20.3825,16.264999,3.761945,3.335278,21.081388,22,22,21.988333,22,22,13.058888,12.379167,22,22,22,22,22,22,14.108889,6.296111,13.468611,22,19.016945,22,22,21.142221,4.268055,0,0.316111,4.5225,9.929722,8.187222,6.734167,2.141944,0,0,0,0,0,0,0,0,0,G7
0.010795,1.430695,1.786265,0,0,0,1.682009,0,0,0,0,0,0,0,0,0,472,1574,1718,2502,1897,654,0,885,3395,3600,3600,3600,3600,2328,0,2322,3600,3385,3600,3600,3600,3308,56,755,3221,3600,3600,3600,3470,1678,2066,373,2563,3584,3600,3600,3413,3596,1917,0,0,692,1746,2597,2689,1753,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.481389,8.931111,9.014722,14.421111,10.408889,3.443611,0,4.7925,20.233334,21.879444,21.553612,21.018055,21,13.212222,0,13.69,22,19.69861,21.150833,21.002501,21.338055,19.431667,0.160833,3.841389,19.108334,21.925278,21.955555,21.921389,20.874166,8.825833,11.795,1.800278,14.890555,21.792223,22,22,20.326389,21.858055,10.855278,0,0,3.645278,10.059722,15.485556,16.090279,10.043056,0.502778,0,0,0,0,0,0,0,0,G7
0.010652,1.418604,1.759517,0,0,0,1.66137,0,0,0,0,0,0,0,0,0,0,486,2097,2082,2613,542,0,609,2879,2959,3600,3600,3600,2055,0,2054,3600,3362,3600,3600,3600,1542,246,688,3600,3600,3600,3600,3179,2755,2141,351,2292,3439,3600,3600,3600,3600,1781,0,0,429,1574,2559,2685,1742,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.410278,11.929167,11.737223,15.317223,2.760833,0,3.1475,16.733055,16.583889,21.755556,21.944445,22,11.76,0,11.505555,22,19.285555,21.897499,21.986666,22,8.681945,1.066389,3.323611,22,22,22,22,17.99,15.688611,12.455556,1.350833,13.306389,20.667223,22,22,21.934444,22,10.095555,0,0,2.1825,8.986389,15.169723,15.839444,9.845278,0.297222,0,0,0,0,0,0,0,0,G7
0.010717,1.433596,1.776237,0,0,0,1.68581,0,0,0,0,0,9,0,0,0,24,978,2938,2734,3320,581,0,766,3273,3342,3600,3600,3600,1449,0,2246,3600,3584,3600,3600,3600,1389,912,880,3578,3600,3600,3600,3577,3492,2357,246,3006,3600,3600,3600,3600,3600,2140,0,101,2236,3477,3600,3425,2131,304,0,0,0,10,48,22,0,0,0,0,0,0,0,0.033611,0,0,0,0.043333,5.200555,17.089722,16.0725,19.647778,2.964167,0,4.131111,18.986389,18.983055,21.530834,21.511667,21.99,8.243055,0,12.884444,22,21.42,21.926111,21.879168,21.999166,7.251667,4.665833,4.518889,21.567499,22,21.980278,21.722221,20.364721,20.221945,13.793889,1.052222,17.747499,22,21.999722,21.968889,21.809444,21.915277,12.371667,0,0.399167,12.928611,20.635279,21.84639,20.504168,12.359445,1.38,0,0,0,0.033611,0.281667,0.126944,0,0,G7
0.011471,1.528859,1.837213,0,0,0,1.783575,0,0,0,0,0,0,0,0,0,0,876,2304,1804,3001,274,0,671,2793,3593,3597,3600,3600,1573,0,2049,3600,3334,3600,3600,3600,1039,0,900,3590,3600,3600,3594,2427,2605,2195,171,2718,3600,3600,3600,3507,3600,1921,0,0,823,1863,2890,3078,1786,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.756111,13.253056,10.081944,17.779167,1.215278,0,3.545833,16.288889,21.583889,21.467222,21.860001,22,8.786944,0,11.686389,22,19.218334,21.728611,21.838888,22,5.670278,0,4.739167,21.778055,22,22,21.868334,13.325833,14.943334,12.442223,0.676667,15.795555,21.993889,22,22,21.103611,22,11.031667,0,0,4.359722,10.756945,17.361389,18.503611,10.104167,0.462778,0,0,0,0,0,0,0,0,G7
